reaction_type,A,A_unit,n,Ea,Ea_unit,T0,T0_unit,Tmin,Tmin_unit,Tmax,Tmax_unit,dA,dn,dEa,status,group,reaction_id,E0_reactants_kJmol,E0_TS_kJmol,E0_products_kJmol
forward,0.0214442,cm^3/(mol*s),3.75332,-1.90396,kJ/mol,1.0,K,300.0,K,3000.0,K,1.04873,0.00619791,0.0354442,parsed,ATLAS,rmg_rxn_232,86.47,99.84,0.0
reverse,2.15206e-06,cm^3/(mol*s),5.07242,50.5833,kJ/mol,1.0,K,300.0,K,3000.0,K,2.40155,0.114115,0.652592,parsed,ATLAS,rmg_rxn_265,27.86,72.96,0.0
forward,7.55658e-06,cm^3/(mol*s),4.84432,22.2077,kJ/mol,1.0,K,300.0,K,3000.0,K,2.31416,0.109287,0.624981,parsed,ATLAS,rmg_rxn_265,27.86,72.96,0.0
reverse,0.00584364,cm^3/(mol*s),4.02826,40.8068,kJ/mol,1.0,K,300.0,K,3000.0,K,1.22007,0.0259085,0.148163,parsed,ATLAS,rmg_rxn_677,43.19,55.91,0.0
forward,0.00788339,cm^3/(mol*s),3.68482,-3.22839,kJ/mol,1.0,K,300.0,K,3000.0,K,1.04223,0.0053878,0.0308113,parsed,ATLAS,rmg_rxn_677,43.19,55.91,0.0
reverse,0.00379416,cm^3/(mol*s),4.3065,35.831,kJ/mol,1.0,K,300.0,K,3000.0,K,1.35665,0.0397286,0.227197,parsed,ATLAS,rmg_rxn_272,33.71,50.02,0.0
forward,0.00985017,cm^3/(mol*s),3.85882,0.583865,kJ/mol,1.0,K,300.0,K,3000.0,K,1.15396,0.0186518,0.106664,parsed,ATLAS,rmg_rxn_272,33.71,50.02,0.0
reverse,2.21329,cm^3/(mol*s),3.15855,9.723,kJ/mol,1.0,K,300.0,K,3000.0,K,1.07526,0.00945113,0.0540484,parsed,ATLAS,rmg_rxn_1154,8.2,28.61,0.0
forward,2809.8,cm^3/(mol*s),3.11522,7.61386,kJ/mol,1.0,K,300.0,K,3000.0,K,1.50701,0.0534194,0.305491,parsed,ATLAS,rmg_rxn_1154,8.2,28.61,0.0
reverse,4.8162e-05,cm^3/(mol*s),4.19448,11.4841,kJ/mol,1.0,K,300.0,K,3000.0,K,1.35397,0.0394717,0.225727,parsed,ATLAS,rmg_rxn_300,4.17,31.62,0.0
forward,0.000100221,cm^3/(mol*s),4.39458,8.83633,kJ/mol,1.0,K,300.0,K,3000.0,K,1.55394,0.0574142,0.328336,parsed,ATLAS,rmg_rxn_300,4.17,31.62,0.0
reverse,0.000449351,cm^3/(mol*s),4.60681,85.931,kJ/mol,1.0,K,300.0,K,3000.0,K,1.48891,0.0518461,0.296494,parsed,ATLAS,rmg_rxn_193,82.99,102.36,0.0
forward,0.00242338,cm^3/(mol*s),4.09313,1.37055,kJ/mol,1.0,K,300.0,K,3000.0,K,1.24819,0.0288764,0.165136,parsed,ATLAS,rmg_rxn_193,82.99,102.36,0.0
reverse,3.62965e-06,cm^3/(mol*s),4.82794,32.2338,kJ/mol,1.0,K,300.0,K,3000.0,K,2.09742,0.0964779,0.551731,parsed,ATLAS,rmg_rxn_659,12.52,54.25,0.0
forward,1.35728e-06,cm^3/(mol*s),4.79656,19.0084,kJ/mol,1.0,K,300.0,K,3000.0,K,2.14034,0.0991164,0.566819,parsed,ATLAS,rmg_rxn_659,12.52,54.25,0.0
reverse,0.00658601,cm^3/(mol*s),3.91803,87.168,kJ/mol,1.0,K,300.0,K,3000.0,K,1.28698,0.0328624,0.187931,parsed,ATLAS,rmg_rxn_2013,14.4,100.22,0.0
forward,0.00652613,cm^3/(mol*s),3.76756,71.6182,kJ/mol,1.0,K,300.0,K,3000.0,K,1.25001,0.0290662,0.166222,parsed,ATLAS,rmg_rxn_2013,14.4,100.22,0.0
reverse,0.0241978,cm^3/(mol*s),4.23216,51.5722,kJ/mol,1.0,K,300.0,K,3000.0,K,1.32066,0.0362271,0.207173,parsed,ATLAS,rmg_rxn_22,51.4,66.6,0.0
forward,0.00170958,cm^3/(mol*s),3.83986,-1.94394,kJ/mol,1.0,K,300.0,K,3000.0,K,1.12683,0.0155527,0.0889414,parsed,ATLAS,rmg_rxn_22,51.4,66.6,0.0
reverse,0.0109915,cm^3/(mol*s),4.14374,113.754,kJ/mol,1.0,K,300.0,K,3000.0,K,1.29249,0.0334183,0.19111,parsed,ATLAS,rmg_rxn_590,107.31,125.01,0.0
forward,0.00962513,cm^3/(mol*s),3.81207,4.70174,kJ/mol,1.0,K,300.0,K,3000.0,K,1.17122,0.0205858,0.117725,parsed,ATLAS,rmg_rxn_590,107.31,125.01,0.0
reverse,0.0774901,cm^3/(mol*s),3.99888,54.395,kJ/mol,1.0,K,300.0,K,3000.0,K,1.1676,0.020183,0.115421,parsed,ATLAS,rmg_rxn_19,55.41,61.68,0.0
forward,0.221004,cm^3/(mol*s),3.34669,-2.30382,kJ/mol,1.0,K,300.0,K,3000.0,K,1.04068,0.00519382,0.029702,parsed,ATLAS,rmg_rxn_19,55.41,61.68,0.0
reverse,5.76321e-05,cm^3/(mol*s),4.61119,24.8741,kJ/mol,1.0,K,300.0,K,3000.0,K,1.85613,0.0805594,0.460697,parsed,ATLAS,rmg_rxn_628,8.76,45.7,0.0
forward,4.73091e-05,cm^3/(mol*s),4.54744,17.0155,kJ/mol,1.0,K,300.0,K,3000.0,K,1.82038,0.078026,0.446209,parsed,ATLAS,rmg_rxn_628,8.76,45.7,0.0
reverse,1.10479e-05,cm^3/(mol*s),4.97238,58.9339,kJ/mol,1.0,K,300.0,K,3000.0,K,1.96472,0.0879648,0.503047,parsed,ATLAS,rmg_rxn_1534,50.35,80.85,0.0
forward,8.09439e-05,cm^3/(mol*s),4.39866,6.80978,kJ/mol,1.0,K,300.0,K,3000.0,K,1.56198,0.058086,0.332178,parsed,ATLAS,rmg_rxn_1534,50.35,80.85,0.0
reverse,0.00568286,cm^3/(mol*s),4.15,126.951,kJ/mol,1.0,K,300.0,K,3000.0,K,1.2772,0.0318686,0.182248,parsed,ATLAS,rmg_rxn_670,122.33,138.75,0.0
forward,0.0331895,cm^3/(mol*s),3.7487,4.35642,kJ/mol,1.0,K,300.0,K,3000.0,K,1.14018,0.0170871,0.0977165,parsed,ATLAS,rmg_rxn_670,122.33,138.75,0.0
reverse,5.50157e-05,cm^3/(mol*s),4.64026,38.9551,kJ/mol,1.0,K,300.0,K,3000.0,K,1.81312,0.0775062,0.443236,parsed,ATLAS,rmg_rxn_198,23.99,56.44,0.0
forward,8.16342e-05,cm^3/(mol*s),4.45563,14.2519,kJ/mol,1.0,K,300.0,K,3000.0,K,1.76432,0.0739521,0.422912,parsed,ATLAS,rmg_rxn_198,23.99,56.44,0.0
reverse,1.5037e-07,cm^3/(mol*s),5.58891,38.9183,kJ/mol,1.0,K,300.0,K,3000.0,K,3.59037,0.166494,0.952134,parsed,ATLAS,rmg_rxn_258,0.0,66.82,2.26
forward,2.28961e-07,cm^3/(mol*s),5.64728,41.293,kJ/mol,1.0,K,300.0,K,3000.0,K,3.63518,0.16811,0.961374,parsed,ATLAS,rmg_rxn_258,0.0,66.82,2.26
reverse,1.23427e-07,cm^3/(mol*s),5.50867,13.314,kJ/mol,1.0,K,300.0,K,3000.0,K,3.03989,0.144816,0.828163,parsed,ATLAS,rmg_rxn_94,0.0,107.57,61.57
forward,1.1152e-08,cm^3/(mol*s),5.97053,75.1671,kJ/mol,1.0,K,300.0,K,3000.0,K,3.51632,0.16378,0.936611,parsed,ATLAS,rmg_rxn_94,0.0,107.57,61.57
reverse,1.35289e-06,cm^3/(mol*s),5.41446,72.7884,kJ/mol,1.0,K,300.0,K,3000.0,K,2.46418,0.117468,0.671767,parsed,ATLAS,rmg_rxn_253,61.26,97.4,0.0
forward,3.22934e-06,cm^3/(mol*s),5.02705,10.5564,kJ/mol,1.0,K,300.0,K,3000.0,K,2.10424,0.0969008,0.554149,parsed,ATLAS,rmg_rxn_253,61.26,97.4,0.0
reverse,1.06968e-08,cm^3/(mol*s),5.43867,17.9488,kJ/mol,1.0,K,300.0,K,3000.0,K,3.2044,0.151681,0.86742,parsed,ATLAS,rmg_rxn_50,0.0,86.58,36.39
forward,4.7833e-09,cm^3/(mol*s),5.91786,54.8194,kJ/mol,1.0,K,300.0,K,3000.0,K,3.72362,0.171241,0.979278,parsed,ATLAS,rmg_rxn_50,0.0,86.58,36.39
reverse,1.26993e-07,cm^3/(mol*s),5.42706,89.6037,kJ/mol,1.0,K,300.0,K,3000.0,K,2.78614,0.133463,0.763237,parsed,ATLAS,rmg_rxn_606,71.6,117.82,0.0
forward,2.26627e-07,cm^3/(mol*s),5.37085,17.5277,kJ/mol,1.0,K,300.0,K,3000.0,K,2.88253,0.137893,0.788571,parsed,ATLAS,rmg_rxn_606,71.6,117.82,0.0
reverse,0.00409474,cm^3/(mol*s),4.42988,71.4498,kJ/mol,1.0,K,300.0,K,3000.0,K,1.36871,0.0408818,0.233792,parsed,ATLAS,rmg_rxn_45,70.25,86.48,0.0
forward,0.00228873,cm^3/(mol*s),3.89703,-0.814158,kJ/mol,1.0,K,300.0,K,3000.0,K,1.13283,0.0162452,0.0929018,parsed,ATLAS,rmg_rxn_45,70.25,86.48,0.0
reverse,0.0274784,cm^3/(mol*s),4.1373,133.484,kJ/mol,1.0,K,300.0,K,3000.0,K,1.24424,0.0284628,0.162771,parsed,ATLAS,rmg_rxn_26,130.54,143.77,0.0
forward,0.00840448,cm^3/(mol*s),3.68715,1.40815,kJ/mol,1.0,K,300.0,K,3000.0,K,1.11853,0.0145904,0.0834386,parsed,ATLAS,rmg_rxn_26,130.54,143.77,0.0
reverse,0.000274611,cm^3/(mol*s),4.93945,46.8921,kJ/mol,1.0,K,300.0,K,3000.0,K,2.36431,0.112079,0.64095,parsed,ATLAS,rmg_rxn_183,23.32,70.08,0.0
forward,0.000159369,cm^3/(mol*s),4.86452,22.9837,kJ/mol,1.0,K,300.0,K,3000.0,K,2.2512,0.105694,0.604436,parsed,ATLAS,rmg_rxn_183,23.32,70.08,0.0
reverse,3.89059e-08,cm^3/(mol*s),5.59841,18.0772,kJ/mol,1.0,K,300.0,K,3000.0,K,2.9775,0.142115,0.812715,parsed,ATLAS,rmg_rxn_1500,0.0,50.59,1.19
forward,2.57204e-08,cm^3/(mol*s),5.4904,18.3749,kJ/mol,1.0,K,300.0,K,3000.0,K,2.86691,0.137185,0.784523,parsed,ATLAS,rmg_rxn_1500,0.0,50.59,1.19
reverse,2.35045e-06,cm^3/(mol*s),4.75193,48.7704,kJ/mol,1.0,K,300.0,K,3000.0,K,1.92992,0.0856376,0.489738,parsed,ATLAS,rmg_rxn_524,34.83,71.5,0.0
forward,2.66146e-06,cm^3/(mol*s),4.64477,13.7496,kJ/mol,1.0,K,300.0,K,3000.0,K,1.92944,0.0856049,0.489551,parsed,ATLAS,rmg_rxn_524,34.83,71.5,0.0
reverse,0.000156773,cm^3/(mol*s),4.80491,41.4765,kJ/mol,1.0,K,300.0,K,3000.0,K,1.94808,0.086857,0.496711,parsed,ATLAS,rmg_rxn_44,25.99,61.04,0.0
forward,6.82503e-05,cm^3/(mol*s),4.55341,14.8294,kJ/mol,1.0,K,300.0,K,3000.0,K,1.85299,0.0803393,0.459438,parsed,ATLAS,rmg_rxn_44,25.99,61.04,0.0
reverse,0.000557908,cm^3/(mol*s),4.05133,111.612,kJ/mol,1.0,K,300.0,K,3000.0,K,1.55581,0.0575704,0.329229,parsed,ATLAS,rmg_rxn_610,52.75,129.65,0.0
forward,0.000125847,cm^3/(mol*s),4.13567,58.2836,kJ/mol,1.0,K,300.0,K,3000.0,K,1.64525,0.0648511,0.370865,parsed,ATLAS,rmg_rxn_610,52.75,129.65,0.0
reverse,0.0150612,cm^3/(mol*s),4.44771,157.951,kJ/mol,1.0,K,300.0,K,3000.0,K,1.46469,0.0497098,0.284277,parsed,ATLAS,rmg_rxn_175,145.18,170.53,0.0
forward,0.0529363,cm^3/(mol*s),3.99362,12.378,kJ/mol,1.0,K,300.0,K,3000.0,K,1.30333,0.0345062,0.197332,parsed,ATLAS,rmg_rxn_175,145.18,170.53,0.0
reverse,0.240059,cm^3/(mol*s),3.89463,35.4219,kJ/mol,1.0,K,300.0,K,3000.0,K,1.16413,0.0197945,0.113199,parsed,ATLAS,rmg_rxn_252,35.41,41.77,0.0
forward,0.393475,cm^3/(mol*s),3.40194,-1.05943,kJ/mol,1.0,K,300.0,K,3000.0,K,1.03267,0.00418695,0.023944,parsed,ATLAS,rmg_rxn_252,35.41,41.77,0.0
reverse,0.000375374,cm^3/(mol*s),4.01112,15.801,kJ/mol,1.0,K,300.0,K,3000.0,K,1.25008,0.0290726,0.166258,parsed,ATLAS,rmg_rxn_314,10.87,32.62,0.0
forward,0.000812869,cm^3/(mol*s),4.1797,6.71205,kJ/mol,1.0,K,300.0,K,3000.0,K,1.39574,0.0434285,0.248356,parsed,ATLAS,rmg_rxn_314,10.87,32.62,0.0
reverse,6.0195e-05,cm^3/(mol*s),4.63554,39.8278,kJ/mol,1.0,K,300.0,K,3000.0,K,1.75794,0.0734805,0.420215,parsed,ATLAS,rmg_rxn_179,25.89,58.0,0.0
forward,0.000106378,cm^3/(mol*s),4.42779,13.9237,kJ/mol,1.0,K,300.0,K,3000.0,K,1.66935,0.0667452,0.381697,parsed,ATLAS,rmg_rxn_179,25.89,58.0,0.0
reverse,55.532,cm^3/(mol*s),3.20356,143.359,kJ/mol,1.0,K,300.0,K,3000.0,K,1.04351,0.00554684,0.0317208,parsed,ATLAS,rmg_rxn_1129,148.05,156.9,0.0
forward,10450.0,cm^3/(mol*s),2.81363,-0.937545,kJ/mol,1.0,K,300.0,K,3000.0,K,1.26454,0.0305712,0.174829,parsed,ATLAS,rmg_rxn_1129,148.05,156.9,0.0
reverse,0.000912543,cm^3/(mol*s),4.19923,32.8554,kJ/mol,1.0,K,300.0,K,3000.0,K,1.33484,0.0376185,0.21513,parsed,ATLAS,rmg_rxn_539,32.79,50.25,0.0
forward,0.00131349,cm^3/(mol*s),3.87664,-0.868905,kJ/mol,1.0,K,300.0,K,3000.0,K,1.13358,0.0163314,0.0933949,parsed,ATLAS,rmg_rxn_539,32.79,50.25,0.0
reverse,0.0336944,cm^3/(mol*s),3.88346,62.1144,kJ/mol,1.0,K,300.0,K,3000.0,K,1.11015,0.0136108,0.0778363,parsed,ATLAS,rmg_rxn_229,65.62,70.87,0.0
forward,0.290543,cm^3/(mol*s),3.28149,-4.9018,kJ/mol,1.0,K,300.0,K,3000.0,K,1.11451,0.0141208,0.0807532,parsed,ATLAS,rmg_rxn_229,65.62,70.87,0.0
reverse,39.8162,cm^3/(mol*s),2.95361,8.72471,kJ/mol,1.0,K,300.0,K,3000.0,K,1.02367,0.00304663,0.0174228,parsed,ATLAS,rmg_rxn_1155,7.05,24.95,0.0
forward,19306.9,cm^3/(mol*s),2.82846,7.43354,kJ/mol,1.0,K,300.0,K,3000.0,K,1.40073,0.0438941,0.251018,parsed,ATLAS,rmg_rxn_1155,7.05,24.95,0.0
reverse,0.245091,cm^3/(mol*s),3.38708,28.7877,kJ/mol,1.0,K,300.0,K,3000.0,K,1.08332,0.0104241,0.0596125,parsed,ATLAS,rmg_rxn_317,30.87,37.29,0.0
forward,0.545635,cm^3/(mol*s),3.45629,-0.585896,kJ/mol,1.0,K,300.0,K,3000.0,K,1.03913,0.00499894,0.0285875,parsed,ATLAS,rmg_rxn_317,30.87,37.29,0.0
reverse,4.3912e-07,cm^3/(mol*s),5.14119,41.8212,kJ/mol,1.0,K,300.0,K,3000.0,K,2.66091,0.127473,0.728981,parsed,ATLAS,rmg_rxn_65,13.78,64.9,0.0
forward,1.6136e-06,cm^3/(mol*s),5.21052,28.9693,kJ/mol,1.0,K,300.0,K,3000.0,K,2.67671,0.128244,0.73339,parsed,ATLAS,rmg_rxn_65,13.78,64.9,0.0
reverse,0.0603171,cm^3/(mol*s),4.21745,65.149,kJ/mol,1.0,K,300.0,K,3000.0,K,1.30758,0.0349302,0.199756,parsed,ATLAS,rmg_rxn_190,62.14,76.02,0.0
forward,0.217538,cm^3/(mol*s),3.67212,1.06522,kJ/mol,1.0,K,300.0,K,3000.0,K,1.09978,0.0123887,0.0708477,parsed,ATLAS,rmg_rxn_190,62.14,76.02,0.0
reverse,0.0277756,cm^3/(mol*s),4.26575,130.783,kJ/mol,1.0,K,300.0,K,3000.0,K,1.34863,0.0389568,0.222783,parsed,ATLAS,rmg_rxn_586,123.0,142.65,0.0
forward,0.00350195,cm^3/(mol*s),3.81724,5.19108,kJ/mol,1.0,K,300.0,K,3000.0,K,1.19254,0.0229354,0.131161,parsed,ATLAS,rmg_rxn_586,123.0,142.65,0.0
reverse,0.00166817,cm^3/(mol*s),3.74258,17.3565,kJ/mol,1.0,K,300.0,K,3000.0,K,1.09676,0.0120302,0.0687974,parsed,ATLAS,rmg_rxn_301,15.18,32.33,0.0
forward,0.0257938,cm^3/(mol*s),3.92863,4.52308,kJ/mol,1.0,K,300.0,K,3000.0,K,1.24103,0.028127,0.16085,parsed,ATLAS,rmg_rxn_301,15.18,32.33,0.0
reverse,6.90666e-06,cm^3/(mol*s),4.82271,34.8156,kJ/mol,1.0,K,300.0,K,3000.0,K,2.1898,0.102092,0.583835,parsed,ATLAS,rmg_rxn_247,11.91,56.61,0.0
forward,2.23139e-05,cm^3/(mol*s),4.76778,23.3311,kJ/mol,1.0,K,300.0,K,3000.0,K,2.14621,0.0994733,0.568861,parsed,ATLAS,rmg_rxn_247,11.91,56.61,0.0
reverse,2.22722e-06,cm^3/(mol*s),4.8494,40.6695,kJ/mol,1.0,K,300.0,K,3000.0,K,2.09422,0.0962792,0.550594,parsed,ATLAS,rmg_rxn_521,22.93,63.27,0.0
forward,7.80555e-07,cm^3/(mol*s),4.79716,17.1332,kJ/mol,1.0,K,300.0,K,3000.0,K,2.13706,0.0989169,0.565678,parsed,ATLAS,rmg_rxn_521,22.93,63.27,0.0
reverse,2.02215e-11,cm^3/(mol*s),6.47374,101.77,kJ/mol,1.0,K,300.0,K,3000.0,K,6.14945,0.236583,1.35296,parsed,ATLAS,rmg_rxn_7,79.14,142.45,0.0
forward,8.75422e-11,cm^3/(mol*s),6.41589,23.2108,kJ/mol,1.0,K,300.0,K,3000.0,K,6.50184,0.243841,1.39446,parsed,ATLAS,rmg_rxn_7,79.14,142.45,0.0
reverse,0.000767129,cm^3/(mol*s),4.61923,42.3301,kJ/mol,1.0,K,300.0,K,3000.0,K,1.87953,0.0821911,0.470028,parsed,ATLAS,rmg_rxn_240,24.9,62.51,0.0
forward,0.000893727,cm^3/(mol*s),4.51078,16.6903,kJ/mol,1.0,K,300.0,K,3000.0,K,1.8005,0.0765958,0.43803,parsed,ATLAS,rmg_rxn_240,24.9,62.51,0.0
reverse,0.00494389,cm^3/(mol*s),4.13184,43.2227,kJ/mol,1.0,K,300.0,K,3000.0,K,1.3745,0.0414314,0.236935,parsed,ATLAS,rmg_rxn_647,35.99,59.45,0.0
forward,0.00693303,cm^3/(mol*s),4.34295,7.31632,kJ/mol,1.0,K,300.0,K,3000.0,K,1.46447,0.0496901,0.284164,parsed,ATLAS,rmg_rxn_647,35.99,59.45,0.0
reverse,1.09176e-05,cm^3/(mol*s),4.70638,39.5235,kJ/mol,1.0,K,300.0,K,3000.0,K,1.93157,0.0857485,0.490372,parsed,ATLAS,rmg_rxn_671,22.85,61.42,0.0
forward,6.57037e-06,cm^3/(mol*s),4.65359,16.5452,kJ/mol,1.0,K,300.0,K,3000.0,K,1.91936,0.0849229,0.485651,parsed,ATLAS,rmg_rxn_671,22.85,61.42,0.0
reverse,1.79554e-06,cm^3/(mol*s),5.06868,30.2423,kJ/mol,1.0,K,300.0,K,3000.0,K,2.45741,0.11711,0.66972,parsed,ATLAS,rmg_rxn_661,7.48,54.08,0.0
forward,4.93637e-06,cm^3/(mol*s),5.0007,23.1831,kJ/mol,1.0,K,300.0,K,3000.0,K,2.38621,0.11328,0.647819,parsed,ATLAS,rmg_rxn_661,7.48,54.08,0.0
reverse,0.0273334,cm^3/(mol*s),3.83901,59.4114,kJ/mol,1.0,K,300.0,K,3000.0,K,1.16959,0.0204043,0.116687,parsed,ATLAS,rmg_rxn_343,57.49,72.35,0.0
forward,0.303598,cm^3/(mol*s),4.00555,3.34995,kJ/mol,1.0,K,300.0,K,3000.0,K,1.23536,0.0275301,0.157437,parsed,ATLAS,rmg_rxn_343,57.49,72.35,0.0
reverse,0.000336875,cm^3/(mol*s),4.62407,61.4486,kJ/mol,1.0,K,300.0,K,3000.0,K,1.59934,0.0611645,0.349783,parsed,ATLAS,rmg_rxn_1476,55.34,77.9,0.0
forward,0.000772718,cm^3/(mol*s),4.10808,4.08186,kJ/mol,1.0,K,300.0,K,3000.0,K,1.30461,0.0346345,0.198065,parsed,ATLAS,rmg_rxn_1476,55.34,77.9,0.0
reverse,1.21654e-05,cm^3/(mol*s),5.14384,81.1607,kJ/mol,1.0,K,300.0,K,3000.0,K,2.00791,0.090797,0.519243,parsed,ATLAS,rmg_rxn_1475,73.37,102.77,0.0
forward,3.20979e-05,cm^3/(mol*s),4.52045,5.44997,kJ/mol,1.0,K,300.0,K,3000.0,K,1.62759,0.0634453,0.362826,parsed,ATLAS,rmg_rxn_1475,73.37,102.77,0.0
reverse,9.24212e-06,cm^3/(mol*s),4.53822,49.5902,kJ/mol,1.0,K,300.0,K,3000.0,K,1.73501,0.0717702,0.410434,parsed,ATLAS,rmg_rxn_199,37.77,68.61,0.0
forward,5.0393e-05,cm^3/(mol*s),4.42291,12.0351,kJ/mol,1.0,K,300.0,K,3000.0,K,1.69794,0.0689567,0.394344,parsed,ATLAS,rmg_rxn_199,37.77,68.61,0.0
reverse,5.79505e-07,cm^3/(mol*s),5.22801,114.552,kJ/mol,1.0,K,300.0,K,3000.0,K,4.27482,0.189221,1.0821,parsed,ATLAS,rmg_rxn_614,86.05,147.87,0.0
forward,1.09678e-08,cm^3/(mol*s),5.49007,27.3549,kJ/mol,1.0,K,300.0,K,3000.0,K,3.92349,0.178051,1.01822,parsed,ATLAS,rmg_rxn_614,86.05,147.87,0.0
reverse,4.52329e-06,cm^3/(mol*s),4.60155,51.9133,kJ/mol,1.0,K,300.0,K,3000.0,K,1.73919,0.0720839,0.412228,parsed,ATLAS,rmg_rxn_238,41.25,72.08,0.0
forward,5.89672e-05,cm^3/(mol*s),4.42961,11.4258,kJ/mol,1.0,K,300.0,K,3000.0,K,1.67139,0.0669043,0.382607,parsed,ATLAS,rmg_rxn_238,41.25,72.08,0.0
reverse,0.00249142,cm^3/(mol*s),4.66379,42.321,kJ/mol,1.0,K,300.0,K,3000.0,K,1.95652,0.0874203,0.499932,parsed,ATLAS,rmg_rxn_98,23.42,63.13,0.0
forward,0.000356183,cm^3/(mol*s),4.54511,17.6697,kJ/mol,1.0,K,300.0,K,3000.0,K,1.86502,0.0811816,0.464255,parsed,ATLAS,rmg_rxn_98,23.42,63.13,0.0
reverse,0.00945398,cm^3/(mol*s),4.39179,139.142,kJ/mol,1.0,K,300.0,K,3000.0,K,1.44133,0.047615,0.272297,parsed,ATLAS,rmg_rxn_588,127.31,151.26,0.0
forward,0.008511,cm^3/(mol*s),3.96075,9.8053,kJ/mol,1.0,K,300.0,K,3000.0,K,1.29328,0.0334983,0.191568,parsed,ATLAS,rmg_rxn_588,127.31,151.26,0.0
reverse,6.60156e-06,cm^3/(mol*s),4.96028,92.5472,kJ/mol,1.0,K,300.0,K,3000.0,K,1.79134,0.0759317,0.434233,parsed,ATLAS,rmg_rxn_1479,87.92,114.14,0.0
forward,3.65791e-05,cm^3/(mol*s),4.23676,2.23729,kJ/mol,1.0,K,300.0,K,3000.0,K,1.4122,0.0449557,0.257089,parsed,ATLAS,rmg_rxn_1479,87.92,114.14,0.0
reverse,2.02542e-22,cm^3/(mol*s),9.74573,71.5877,kJ/mol,1.0,K,300.0,K,3000.0,K,83.8451,0.576878,3.29901,parsed,ATLAS,rmg_rxn_599,7.54,138.63,0.0
forward,4.91346e-22,cm^3/(mol*s),9.74409,65.1042,kJ/mol,1.0,K,300.0,K,3000.0,K,85.7788,0.579848,3.31599,parsed,ATLAS,rmg_rxn_599,7.54,138.63,0.0
reverse,2.5899e-08,cm^3/(mol*s),5.02236,27.4481,kJ/mol,1.0,K,300.0,K,3000.0,K,2.47124,0.117841,0.673898,parsed,ATLAS,rmg_rxn_530,6.42,53.55,0.0
forward,2.98189e-07,cm^3/(mol*s),4.95758,21.9813,kJ/mol,1.0,K,300.0,K,3000.0,K,2.3779,0.112826,0.645219,parsed,ATLAS,rmg_rxn_530,6.42,53.55,0.0
reverse,0.000144913,cm^3/(mol*s),4.74492,43.7065,kJ/mol,1.0,K,300.0,K,3000.0,K,2.13204,0.0986106,0.563927,parsed,ATLAS,rmg_rxn_201,21.42,64.54,0.0
forward,7.06132e-05,cm^3/(mol*s),4.69311,20.9991,kJ/mol,1.0,K,300.0,K,3000.0,K,2.078,0.0952664,0.544802,parsed,ATLAS,rmg_rxn_201,21.42,64.54,0.0
reverse,3.06245e-06,cm^3/(mol*s),4.93042,33.7638,kJ/mol,1.0,K,300.0,K,3000.0,K,2.34233,0.110863,0.633994,parsed,ATLAS,rmg_rxn_187,4.22,57.3,0.0
forward,3.99621e-06,cm^3/(mol*s),4.8517,28.9176,kJ/mol,1.0,K,300.0,K,3000.0,K,2.34455,0.110986,0.634699,parsed,ATLAS,rmg_rxn_187,4.22,57.3,0.0
reverse,0.0117768,cm^3/(mol*s),4.34937,151.021,kJ/mol,1.0,K,300.0,K,3000.0,K,1.37532,0.0415088,0.237377,parsed,ATLAS,rmg_rxn_20,141.55,162.8,0.0
forward,0.0267651,cm^3/(mol*s),3.88516,8.7598,kJ/mol,1.0,K,300.0,K,3000.0,K,1.22098,0.0260048,0.148714,parsed,ATLAS,rmg_rxn_20,141.55,162.8,0.0
reverse,1.08015e-05,cm^3/(mol*s),4.53003,40.7974,kJ/mol,1.0,K,300.0,K,3000.0,K,1.69144,0.0684574,0.391489,parsed,ATLAS,rmg_rxn_336,28.36,60.04,0.0
forward,1.99958e-05,cm^3/(mol*s),4.40122,12.7004,kJ/mol,1.0,K,300.0,K,3000.0,K,1.63531,0.0640614,0.366349,parsed,ATLAS,rmg_rxn_336,28.36,60.04,0.0
reverse,3.14588e-06,cm^3/(mol*s),4.83305,25.1807,kJ/mol,1.0,K,300.0,K,3000.0,K,2.21605,0.103644,0.592714,parsed,ATLAS,rmg_rxn_195,0.0,49.58,1.73
forward,2.42267e-06,cm^3/(mol*s),4.79982,27.2915,kJ/mol,1.0,K,300.0,K,3000.0,K,2.16202,0.100429,0.574327,parsed,ATLAS,rmg_rxn_195,0.0,49.58,1.73
reverse,9.30855e-06,cm^3/(mol*s),4.6131,37.531,kJ/mol,1.0,K,300.0,K,3000.0,K,1.70633,0.0695988,0.398016,parsed,ATLAS,rmg_rxn_237,27.47,56.32,0.0
forward,3.30236e-05,cm^3/(mol*s),4.37183,9.89538,kJ/mol,1.0,K,300.0,K,3000.0,K,1.63006,0.0636425,0.363954,parsed,ATLAS,rmg_rxn_237,27.47,56.32,0.0
reverse,0.000542846,cm^3/(mol*s),4.41252,87.3206,kJ/mol,1.0,K,300.0,K,3000.0,K,1.30361,0.0345346,0.197494,parsed,ATLAS,rmg_rxn_1446,87.79,103.16,0.0
forward,0.00699686,cm^3/(mol*s),3.85496,-1.50926,kJ/mol,1.0,K,300.0,K,3000.0,K,1.08184,0.0102464,0.0585962,parsed,ATLAS,rmg_rxn_1446,87.79,103.16,0.0
reverse,0.133688,cm^3/(mol*s),3.79694,17.312,kJ/mol,1.0,K,300.0,K,3000.0,K,1.10616,0.013142,0.0751553,parsed,ATLAS,rmg_rxn_59,19.38,23.88,0.0
