reaction_type,A,A_unit,n,Ea,Ea_unit,T0,T0_unit,Tmin,Tmin_unit,Tmax,Tmax_unit,dA,dn,dEa,status,group,reaction_id,E0_reactants_kJmol,E0_TS_kJmol,E0_products_kJmol
reverse,2.13954e-07,cm^3/(mol*s),5.39763,36.4501,kJ/mol,1.0,K,300.0,K,3000.0,K,3.07893,0.146478,0.837669,parsed,ZEUS,rxn_2009,0.0,62.12,1.23
forward,1.46949e-08,cm^3/(mol*s),5.27296,36.1565,kJ/mol,1.0,K,300.0,K,3000.0,K,3.08694,0.146816,0.839603,parsed,ZEUS,rxn_2009,0.0,62.12,1.23
reverse,1.23343e-07,cm^3/(mol*s),5.47385,33.356,kJ/mol,1.0,K,300.0,K,3000.0,K,3.51429,0.163704,0.93618,parsed,ZEUS,rxn_1358,0.0,71.66,11.62
forward,8.46386e-09,cm^3/(mol*s),5.53334,43.8544,kJ/mol,1.0,K,300.0,K,3000.0,K,3.62165,0.167624,0.958596,parsed,ZEUS,rxn_1358,0.0,71.66,11.62
reverse,0.0114818,cm^3/(mol*s),4.3337,36.4799,kJ/mol,1.0,K,300.0,K,3000.0,K,1.56981,0.0587375,0.335903,parsed,ZEUS,rxn_91,26.05,60.69,0.0
forward,0.0944064,cm^3/(mol*s),4.529,11.9147,kJ/mol,1.0,K,300.0,K,3000.0,K,1.75355,0.0731547,0.418351,parsed,ZEUS,rxn_91,26.05,60.69,0.0
reverse,4.93014e-09,cm^3/(mol*s),5.77849,73.3199,kJ/mol,1.0,K,300.0,K,3000.0,K,4.89618,0.206898,1.18319,parsed,ZEUS,rxn_1156,30.99,103.1,0.0
forward,1.14437e-09,cm^3/(mol*s),5.80773,42.0495,kJ/mol,1.0,K,300.0,K,3000.0,K,4.93375,0.207894,1.18889,parsed,ZEUS,rxn_1156,30.99,103.1,0.0
reverse,7.12156e-06,cm^3/(mol*s),4.85783,19.6848,kJ/mol,1.0,K,300.0,K,3000.0,K,2.2397,0.105027,0.600621,parsed,ZEUS,rxn_1809,0.0,91.35,46.9
forward,1.20579e-05,cm^3/(mol*s),4.89283,67.6135,kJ/mol,1.0,K,300.0,K,3000.0,K,2.33457,0.110431,0.631522,parsed,ZEUS,rxn_1809,0.0,91.35,46.9
reverse,1.4303e-07,cm^3/(mol*s),4.89226,33.1236,kJ/mol,1.0,K,300.0,K,3000.0,K,2.24624,0.105407,0.602791,parsed,ZEUS,rxn_1492,13.0,56.8,0.0
forward,1.7515e-06,cm^3/(mol*s),4.8834,21.8916,kJ/mol,1.0,K,300.0,K,3000.0,K,2.25489,0.105908,0.605656,parsed,ZEUS,rxn_1492,13.0,56.8,0.0
reverse,1138.43,cm^3/(mol*s),2.64747,60.0848,kJ/mol,1.0,K,300.0,K,3000.0,K,1.10044,0.0124665,0.0712923,parsed,ZEUS,rxn_735,30.62,78.39,0.0
forward,95988.1,cm^3/(mol*s),2.51073,34.1705,kJ/mol,1.0,K,300.0,K,3000.0,K,1.41,0.0447531,0.25593,parsed,ZEUS,rxn_735,30.62,78.39,0.0
reverse,0.0693187,cm^3/(mol*s),4.0207,45.5193,kJ/mol,1.0,K,300.0,K,3000.0,K,1.27649,0.0317964,0.181835,parsed,ZEUS,rxn_93,40.73,65.09,0.0
forward,0.606356,cm^3/(mol*s),4.15787,6.83411,kJ/mol,1.0,K,300.0,K,3000.0,K,1.39152,0.0430348,0.246104,parsed,ZEUS,rxn_93,40.73,65.09,0.0
reverse,1.018e-05,cm^3/(mol*s),5.22349,78.589,kJ/mol,1.0,K,300.0,K,3000.0,K,2.8232,0.135184,0.77308,parsed,ZEUS,rxn_1135,53.09,102.38,0.0
forward,4.93072e-07,cm^3/(mol*s),5.17029,24.136,kJ/mol,1.0,K,300.0,K,3000.0,K,2.84473,0.136173,0.778738,parsed,ZEUS,rxn_1135,53.09,102.38,0.0
reverse,0.221616,cm^3/(mol*s),3.61913,-4.96149,kJ/mol,1.0,K,300.0,K,3000.0,K,1.03295,0.00422232,0.0241463,parsed,ZEUS,rxn_298,0.0,59.05,50.26
forward,0.414346,cm^3/(mol*s),4.04913,47.8476,kJ/mol,1.0,K,300.0,K,3000.0,K,1.19126,0.0227951,0.130359,parsed,ZEUS,rxn_298,0.0,59.05,50.26
reverse,550.274,cm^3/(mol*s),3.21131,-2.83086,kJ/mol,1.0,K,300.0,K,3000.0,K,1.07863,0.00985843,0.0563776,parsed,ZEUS,rxn_50,0.0,64.97,56.61
forward,1438.78,cm^3/(mol*s),3.5158,55.9808,kJ/mol,1.0,K,300.0,K,3000.0,K,1.16745,0.0201659,0.115323,parsed,ZEUS,rxn_50,0.0,64.97,56.61
reverse,11176.3,cm^3/(mol*s),2.53676,47.6577,kJ/mol,1.0,K,300.0,K,3000.0,K,1.20113,0.0238704,0.136508,parsed,ZEUS,rxn_263,51.84,56.92,0.0
forward,97470.1,cm^3/(mol*s),2.38288,-1.38476,kJ/mol,1.0,K,300.0,K,3000.0,K,1.13094,0.0160273,0.0916558,parsed,ZEUS,rxn_263,51.84,56.92,0.0
reverse,1.94816e-06,cm^3/(mol*s),5.15486,34.2937,kJ/mol,1.0,K,300.0,K,3000.0,K,2.96332,0.141493,0.809161,parsed,ZEUS,rxn_1298,6.82,60.31,0.0
forward,5.17177e-07,cm^3/(mol*s),5.53569,27.6746,kJ/mol,1.0,K,300.0,K,3000.0,K,3.19088,0.15113,0.864271,parsed,ZEUS,rxn_1298,6.82,60.31,0.0
reverse,1.52375e-05,cm^3/(mol*s),4.80992,14.7999,kJ/mol,1.0,K,300.0,K,3000.0,K,2.18016,0.101517,0.58055,parsed,ZEUS,rxn_993,0.0,71.81,34.9
forward,9.11801e-05,cm^3/(mol*s),4.84419,51.1483,kJ/mol,1.0,K,300.0,K,3000.0,K,2.11599,0.0976259,0.558296,parsed,ZEUS,rxn_993,0.0,71.81,34.9
reverse,2.50923e-06,cm^3/(mol*s),5.08449,25.3136,kJ/mol,1.0,K,300.0,K,3000.0,K,2.68436,0.128616,0.735517,parsed,ZEUS,rxn_1050,0.0,78.94,30.32
forward,1.86029e-07,cm^3/(mol*s),5.19747,54.8336,kJ/mol,1.0,K,300.0,K,3000.0,K,2.78081,0.133213,0.761811,parsed,ZEUS,rxn_1050,0.0,78.94,30.32
reverse,0.670813,cm^3/(mol*s),3.62362,11.8435,kJ/mol,1.0,K,300.0,K,3000.0,K,1.04623,0.00588685,0.0336653,parsed,ZEUS,rxn_259,16.6,24.33,0.0
forward,275.49,cm^3/(mol*s),3.25497,-1.86851,kJ/mol,1.0,K,300.0,K,3000.0,K,1.09496,0.0118164,0.0675749,parsed,ZEUS,rxn_259,16.6,24.33,0.0
reverse,0.004033,cm^3/(mol*s),4.65083,29.2333,kJ/mol,1.0,K,300.0,K,3000.0,K,2.02025,0.0915956,0.52381,parsed,ZEUS,rxn_843,6.16,52.59,0.0
forward,0.000834169,cm^3/(mol*s),4.91361,22.6263,kJ/mol,1.0,K,300.0,K,3000.0,K,2.18576,0.101852,0.582461,parsed,ZEUS,rxn_843,6.16,52.59,0.0
reverse,0.00180551,cm^3/(mol*s),4.63848,95.5392,kJ/mol,1.0,K,300.0,K,3000.0,K,2.67892,0.128351,0.734006,parsed,ZEUS,rxn_690,85.7,132.34,0.0
forward,0.544859,cm^3/(mol*s),4.1861,14.2987,kJ/mol,1.0,K,300.0,K,3000.0,K,3.22007,0.152316,0.871053,parsed,ZEUS,rxn_690,85.7,132.34,0.0
reverse,2.52008e-06,cm^3/(mol*s),5.17939,24.9415,kJ/mol,1.0,K,300.0,K,3000.0,K,2.78987,0.133637,0.764235,parsed,ZEUS,rxn_1439,0.0,79.64,29.94
forward,9.49478e-08,cm^3/(mol*s),5.16665,52.8203,kJ/mol,1.0,K,300.0,K,3000.0,K,2.81194,0.134663,0.770101,parsed,ZEUS,rxn_1439,0.0,79.64,29.94
reverse,0.0265783,cm^3/(mol*s),4.27526,75.987,kJ/mol,1.0,K,300.0,K,3000.0,K,1.57396,0.0590814,0.33787,parsed,ZEUS,rxn_594,57.73,91.8,0.0
forward,0.00817393,cm^3/(mol*s),4.34648,18.2057,kJ/mol,1.0,K,300.0,K,3000.0,K,1.61512,0.0624436,0.357098,parsed,ZEUS,rxn_594,57.73,91.8,0.0
reverse,1.00254e-08,cm^3/(mol*s),5.8125,69.4479,kJ/mol,1.0,K,300.0,K,3000.0,K,5.20905,0.214966,1.22933,parsed,ZEUS,rxn_1157,21.88,98.79,0.0
forward,2.95787e-10,cm^3/(mol*s),5.87568,46.3974,kJ/mol,1.0,K,300.0,K,3000.0,K,5.37078,0.218949,1.25211,parsed,ZEUS,rxn_1157,21.88,98.79,0.0
reverse,653.369,cm^3/(mol*s),2.93836,67.4938,kJ/mol,1.0,K,300.0,K,3000.0,K,1.15271,0.018511,0.10586,parsed,ZEUS,rxn_1213,56.56,88.77,0.0
forward,41450.8,cm^3/(mol*s),2.81316,15.7331,kJ/mol,1.0,K,300.0,K,3000.0,K,1.55699,0.0576694,0.329795,parsed,ZEUS,rxn_1213,56.56,88.77,0.0
reverse,0.240994,cm^3/(mol*s),3.87566,63.8431,kJ/mol,1.0,K,300.0,K,3000.0,K,1.18431,0.022033,0.126001,parsed,ZEUS,rxn_337,64.42,75.56,0.0
forward,0.879013,cm^3/(mol*s),3.82617,1.19619,kJ/mol,1.0,K,300.0,K,3000.0,K,1.1548,0.0187472,0.10721,parsed,ZEUS,rxn_337,64.42,75.56,0.0
reverse,0.291099,cm^3/(mol*s),3.86988,84.661,kJ/mol,1.0,K,300.0,K,3000.0,K,1.13233,0.0161873,0.0925708,parsed,ZEUS,rxn_108,84.56,101.77,0.0
forward,0.7806,cm^3/(mol*s),3.94611,1.35952,kJ/mol,1.0,K,300.0,K,3000.0,K,1.21723,0.0256045,0.146425,parsed,ZEUS,rxn_108,84.56,101.77,0.0
reverse,0.00033353,cm^3/(mol*s),4.91963,39.554,kJ/mol,1.0,K,300.0,K,3000.0,K,2.35391,0.111505,0.637666,parsed,ZEUS,rxn_232,15.48,65.48,0.0
forward,0.000419695,cm^3/(mol*s),4.85915,24.1431,kJ/mol,1.0,K,300.0,K,3000.0,K,2.29795,0.108371,0.619746,parsed,ZEUS,rxn_232,15.48,65.48,0.0
reverse,5.81306e-06,cm^3/(mol*s),4.91369,16.0601,kJ/mol,1.0,K,300.0,K,3000.0,K,2.29468,0.108186,0.618685,parsed,ZEUS,rxn_32,0.0,58.22,14.38
forward,1.38981e-06,cm^3/(mol*s),5.36526,30.3932,kJ/mol,1.0,K,300.0,K,3000.0,K,2.67476,0.128149,0.732848,parsed,ZEUS,rxn_32,0.0,58.22,14.38
reverse,0.00135481,cm^3/(mol*s),4.72355,17.886,kJ/mol,1.0,K,300.0,K,3000.0,K,1.9462,0.0867312,0.495992,parsed,ZEUS,rxn_1621,0.0,72.04,35.28
forward,0.00196099,cm^3/(mol*s),4.54681,53.384,kJ/mol,1.0,K,300.0,K,3000.0,K,1.84571,0.0798263,0.456505,parsed,ZEUS,rxn_1621,0.0,72.04,35.28
reverse,3.82251e-05,cm^3/(mol*s),4.65134,34.8129,kJ/mol,1.0,K,300.0,K,3000.0,K,1.93193,0.0857731,0.490513,parsed,ZEUS,rxn_1501,17.51,54.29,0.0
forward,9.06699e-07,cm^3/(mol*s),4.815,15.9754,kJ/mol,1.0,K,300.0,K,3000.0,K,2.04179,0.0929767,0.531708,parsed,ZEUS,rxn_1501,17.51,54.29,0.0
reverse,1292.15,cm^3/(mol*s),3.01081,102.323,kJ/mol,1.0,K,300.0,K,3000.0,K,1.10017,0.0124345,0.0711096,parsed,ZEUS,rxn_1950,92.56,120.09,0.0
forward,200686.0,cm^3/(mol*s),2.54655,13.5918,kJ/mol,1.0,K,300.0,K,3000.0,K,1.37788,0.0417514,0.238765,parsed,ZEUS,rxn_1950,92.56,120.09,0.0
reverse,2.05857e-06,cm^3/(mol*s),5.14174,43.7444,kJ/mol,1.0,K,300.0,K,3000.0,K,2.84659,0.136258,0.779224,parsed,ZEUS,rxn_1352,10.32,67.22,0.0
forward,6.49148e-07,cm^3/(mol*s),5.15029,32.8362,kJ/mol,1.0,K,300.0,K,3000.0,K,2.86586,0.137137,0.78425,parsed,ZEUS,rxn_1352,10.32,67.22,0.0
reverse,9.32515e-07,cm^3/(mol*s),5.35024,32.6888,kJ/mol,1.0,K,300.0,K,3000.0,K,3.35804,0.157781,0.902305,parsed,ZEUS,rxn_1001,0.0,83.45,24.73
forward,5.70708e-08,cm^3/(mol*s),5.40099,55.8153,kJ/mol,1.0,K,300.0,K,3000.0,K,3.39557,0.159228,0.910582,parsed,ZEUS,rxn_1001,0.0,83.45,24.73
reverse,9.55048e-06,cm^3/(mol*s),4.51729,22.3033,kJ/mol,1.0,K,300.0,K,3000.0,K,1.87142,0.0816282,0.466809,parsed,ZEUS,rxn_1114,0.0,84.96,44.24
forward,4.96386e-05,cm^3/(mol*s),4.78677,68.6751,kJ/mol,1.0,K,300.0,K,3000.0,K,2.00317,0.0904892,0.517483,parsed,ZEUS,rxn_1114,0.0,84.96,44.24
reverse,0.000856558,cm^3/(mol*s),4.30349,7.187,kJ/mol,1.0,K,300.0,K,3000.0,K,1.46684,0.0499007,0.285368,parsed,ZEUS,rxn_560,0.0,77.1,54.68
forward,0.00237542,cm^3/(mol*s),4.23169,62.4765,kJ/mol,1.0,K,300.0,K,3000.0,K,1.44553,0.0479942,0.274465,parsed,ZEUS,rxn_560,0.0,77.1,54.68
reverse,0.000194367,cm^3/(mol*s),4.99469,31.246,kJ/mol,1.0,K,300.0,K,3000.0,K,2.61507,0.125209,0.716038,parsed,ZEUS,rxn_1253,4.01,56.36,0.0
forward,1.26836e-05,cm^3/(mol*s),5.41466,26.6805,kJ/mol,1.0,K,300.0,K,3000.0,K,2.88692,0.138091,0.789703,parsed,ZEUS,rxn_1253,4.01,56.36,0.0
reverse,0.0710417,cm^3/(mol*s),4.29085,106.156,kJ/mol,1.0,K,300.0,K,3000.0,K,1.42708,0.0463216,0.2649,parsed,ZEUS,rxn_1128,96.92,120.1,0.0
forward,0.00105484,cm^3/(mol*s),4.1767,7.08681,kJ/mol,1.0,K,300.0,K,3000.0,K,1.4148,0.0451958,0.258462,parsed,ZEUS,rxn_1128,96.92,120.1,0.0
reverse,0.000410683,cm^3/(mol*s),4.5774,83.4266,kJ/mol,1.0,K,300.0,K,3000.0,K,1.94414,0.0865932,0.495203,parsed,ZEUS,rxn_1210,66.49,101.54,0.0
forward,4.49575e-05,cm^3/(mol*s),4.86401,16.3646,kJ/mol,1.0,K,300.0,K,3000.0,K,2.05334,0.0937112,0.535909,parsed,ZEUS,rxn_1210,66.49,101.54,0.0
reverse,0.0121002,cm^3/(mol*s),4.28627,80.9572,kJ/mol,1.0,K,300.0,K,3000.0,K,1.62682,0.063384,0.362476,parsed,ZEUS,rxn_1496,46.71,94.68,0.0
forward,0.0037307,cm^3/(mol*s),4.19633,33.8142,kJ/mol,1.0,K,300.0,K,3000.0,K,1.58789,0.060229,0.344433,parsed,ZEUS,rxn_1496,46.71,94.68,0.0
reverse,1.55434e-07,cm^3/(mol*s),5.29983,37.1208,kJ/mol,1.0,K,300.0,K,3000.0,K,3.33281,0.156798,0.896686,parsed,ZEUS,rxn_1043,0.0,71.47,8.38
forward,5.29557e-08,cm^3/(mol*s),5.36188,45.2345,kJ/mol,1.0,K,300.0,K,3000.0,K,3.37124,0.158292,0.905226,parsed,ZEUS,rxn_1043,0.0,71.47,8.38
reverse,7.71369e-05,cm^3/(mol*s),4.80948,27.7433,kJ/mol,1.0,K,300.0,K,3000.0,K,2.14793,0.0995778,0.569458,parsed,ZEUS,rxn_1805,2.35,50.74,0.0
forward,1.25213e-05,cm^3/(mol*s),4.90937,24.887,kJ/mol,1.0,K,300.0,K,3000.0,K,2.29398,0.108146,0.618456,parsed,ZEUS,rxn_1805,2.35,50.74,0.0
reverse,4.68903e-06,cm^3/(mol*s),4.78847,18.8785,kJ/mol,1.0,K,300.0,K,3000.0,K,2.11205,0.0973836,0.55691,parsed,ZEUS,rxn_1310,0.0,86.14,46.98
forward,2.16293e-05,cm^3/(mol*s),4.81946,67.4211,kJ/mol,1.0,K,300.0,K,3000.0,K,2.1322,0.0986203,0.563982,parsed,ZEUS,rxn_1310,0.0,86.14,46.98
reverse,3657.57,cm^3/(mol*s),2.72021,25.8587,kJ/mol,1.0,K,300.0,K,3000.0,K,1.06558,0.00827325,0.0473124,parsed,ZEUS,rxn_672,17.85,43.85,0.0
forward,129784.0,cm^3/(mol*s),2.59148,12.6271,kJ/mol,1.0,K,300.0,K,3000.0,K,1.35328,0.0394055,0.225349,parsed,ZEUS,rxn_672,17.85,43.85,0.0
reverse,1.94792e-07,cm^3/(mol*s),5.19433,54.9098,kJ/mol,1.0,K,300.0,K,3000.0,K,2.78877,0.133586,0.76394,parsed,ZEUS,rxn_1395,30.32,78.94,0.0
forward,2.62743e-06,cm^3/(mol*s),5.08134,25.3899,kJ/mol,1.0,K,300.0,K,3000.0,K,2.69225,0.128998,0.737702,parsed,ZEUS,rxn_1395,30.32,78.94,0.0
reverse,0.00496565,cm^3/(mol*s),4.39757,96.601,kJ/mol,1.0,K,300.0,K,3000.0,K,1.78867,0.0757376,0.433123,parsed,ZEUS,rxn_1056,63.65,112.03,0.0
forward,0.00331833,cm^3/(mol*s),4.32923,32.8111,kJ/mol,1.0,K,300.0,K,3000.0,K,1.72513,0.0710261,0.406179,parsed,ZEUS,rxn_1056,63.65,112.03,0.0
reverse,39.3046,cm^3/(mol*s),3.60071,92.9596,kJ/mol,1.0,K,300.0,K,3000.0,K,1.0534,0.00677635,0.0387521,parsed,ZEUS,rxn_1233,94.17,102.11,0.0
forward,1.27646,cm^3/(mol*s),3.89625,-1.22204,kJ/mol,1.0,K,300.0,K,3000.0,K,1.14387,0.0175083,0.100125,parsed,ZEUS,rxn_1233,94.17,102.11,0.0
reverse,38.8752,cm^3/(mol*s),3.77322,8.35866,kJ/mol,1.0,K,300.0,K,3000.0,K,1.37508,0.0414869,0.237252,parsed,ZEUS,rxn_698,0.0,46.3,23.69
forward,9.30692,cm^3/(mol*s),3.54473,29.3747,kJ/mol,1.0,K,300.0,K,3000.0,K,1.05747,0.00727847,0.0416235,parsed,ZEUS,rxn_698,0.0,46.3,23.69
reverse,0.000329574,cm^3/(mol*s),4.8077,70.9926,kJ/mol,1.0,K,300.0,K,3000.0,K,2.40096,0.114083,0.652409,parsed,ZEUS,rxn_1232,33.57,92.23,0.0
forward,0.000140472,cm^3/(mol*s),4.80359,37.0677,kJ/mol,1.0,K,300.0,K,3000.0,K,2.38058,0.112973,0.646059,parsed,ZEUS,rxn_1232,33.57,92.23,0.0
reverse,572743000.0,cm^3/(mol*s),1.6739,100.656,kJ/mol,1.0,K,300.0,K,3000.0,K,1.09815,0.0121952,0.069741,parsed,ZEUS,rxn_633,93.96,107.52,0.0
forward,267795000.0,cm^3/(mol*s),1.57848,7.09164,kJ/mol,1.0,K,300.0,K,3000.0,K,1.06063,0.00766705,0.0438457,parsed,ZEUS,rxn_633,93.96,107.52,0.0
reverse,271194.0,cm^3/(mol*s),2.63998,36.6604,kJ/mol,1.0,K,300.0,K,3000.0,K,1.45049,0.0484408,0.277019,parsed,ZEUS,rxn_288,6.14,51.31,0.0
forward,6066.23,cm^3/(mol*s),2.67488,25.599,kJ/mol,1.0,K,300.0,K,3000.0,K,1.0989,0.0122836,0.0702465,parsed,ZEUS,rxn_288,6.14,51.31,0.0
reverse,5.45943e-05,cm^3/(mol*s),4.66666,112.633,kJ/mol,1.0,K,300.0,K,3000.0,K,2.11248,0.0974097,0.557059,parsed,ZEUS,rxn_1198,77.11,130.14,0.0
forward,2.42217e-05,cm^3/(mol*s),4.70689,35.4242,kJ/mol,1.0,K,300.0,K,3000.0,K,2.07694,0.0951998,0.544422,parsed,ZEUS,rxn_1198,77.11,130.14,0.0
reverse,0.000563307,cm^3/(mol*s),4.26521,7.29967,kJ/mol,1.0,K,300.0,K,3000.0,K,1.48451,0.0514605,0.294288,parsed,ZEUS,rxn_920,0.0,80.16,56.51
forward,0.000966042,cm^3/(mol*s),4.38939,63.8167,kJ/mol,1.0,K,300.0,K,3000.0,K,1.52686,0.0551242,0.31524,parsed,ZEUS,rxn_920,0.0,80.16,56.51
reverse,0.706455,cm^3/(mol*s),3.60832,-3.80429,kJ/mol,1.0,K,300.0,K,3000.0,K,1.05137,0.00652458,0.0373123,parsed,ZEUS,rxn_1598,0.0,123.04,118.85
forward,2.7179,cm^3/(mol*s),3.70741,114.898,kJ/mol,1.0,K,300.0,K,3000.0,K,1.0627,0.00792103,0.0452982,parsed,ZEUS,rxn_1598,0.0,123.04,118.85
reverse,6.73814e-05,cm^3/(mol*s),4.59343,12.6107,kJ/mol,1.0,K,300.0,K,3000.0,K,1.83597,0.0791368,0.452561,parsed,ZEUS,rxn_919,0.0,77.29,43.83
forward,0.000219801,cm^3/(mol*s),4.65437,57.2269,kJ/mol,1.0,K,300.0,K,3000.0,K,1.86357,0.0810805,0.463677,parsed,ZEUS,rxn_919,0.0,77.29,43.83
reverse,0.000996875,cm^3/(mol*s),4.16826,6.24667,kJ/mol,1.0,K,300.0,K,3000.0,K,1.3831,0.0422444,0.241584,parsed,ZEUS,rxn_610,0.0,72.63,51.66
forward,0.000201676,cm^3/(mol*s),4.28472,56.2645,kJ/mol,1.0,K,300.0,K,3000.0,K,1.43248,0.0468135,0.267714,parsed,ZEUS,rxn_610,0.0,72.63,51.66
reverse,3289190.0,cm^3/(mol*s),2.29598,57.3011,kJ/mol,1.0,K,300.0,K,3000.0,K,1.07789,0.00977001,0.055872,parsed,ZEUS,rxn_70,50.66,68.27,0.0
forward,56238800.0,cm^3/(mol*s),1.95659,9.55088,kJ/mol,1.0,K,300.0,K,3000.0,K,1.08952,0.0111676,0.0638644,parsed,ZEUS,rxn_70,50.66,68.27,0.0
reverse,1.23009e-06,cm^3/(mol*s),5.24881,27.3239,kJ/mol,1.0,K,300.0,K,3000.0,K,3.05314,0.145382,0.831402,parsed,ZEUS,rxn_1031,0.0,82.26,29.59
forward,1.75343e-08,cm^3/(mol*s),5.41192,54.3834,kJ/mol,1.0,K,300.0,K,3000.0,K,3.15534,0.149671,0.855928,parsed,ZEUS,rxn_1031,0.0,82.26,29.59
reverse,0.0179016,cm^3/(mol*s),4.39639,8.22488,kJ/mol,1.0,K,300.0,K,3000.0,K,1.55228,0.0572746,0.327537,parsed,ZEUS,rxn_321,0.0,48.92,16.16
forward,0.0119926,cm^3/(mol*s),4.67917,25.9041,kJ/mol,1.0,K,300.0,K,3000.0,K,1.84214,0.0795742,0.455063,parsed,ZEUS,rxn_321,0.0,48.92,16.16
reverse,0.00170771,cm^3/(mol*s),4.57593,69.7837,kJ/mol,1.0,K,300.0,K,3000.0,K,1.75131,0.0729878,0.417397,parsed,ZEUS,rxn_1259,58.51,90.05,0.0
forward,0.000556945,cm^3/(mol*s),4.45685,11.0475,kJ/mol,1.0,K,300.0,K,3000.0,K,1.68007,0.0675791,0.386466,parsed,ZEUS,rxn_1259,58.51,90.05,0.0
reverse,6.8688e-05,cm^3/(mol*s),4.58821,41.0641,kJ/mol,1.0,K,300.0,K,3000.0,K,1.84983,0.0801165,0.458164,parsed,ZEUS,rxn_1954,22.13,60.56,0.0
forward,0.000122493,cm^3/(mol*s),4.46769,17.5652,kJ/mol,1.0,K,300.0,K,3000.0,K,1.78456,0.0754377,0.431407,parsed,ZEUS,rxn_1954,22.13,60.56,0.0
reverse,0.00203217,cm^3/(mol*s),4.19619,97.496,kJ/mol,1.0,K,300.0,K,3000.0,K,1.35496,0.0395663,0.226269,parsed,ZEUS,rxn_746,92.07,111.89,0.0
forward,0.000255784,cm^3/(mol*s),4.08975,4.9255,kJ/mol,1.0,K,300.0,K,3000.0,K,1.33411,0.0375467,0.214719,parsed,ZEUS,rxn_746,92.07,111.89,0.0
reverse,4.6489e-06,cm^3/(mol*s),4.78757,26.2195,kJ/mol,1.0,K,300.0,K,3000.0,K,2.31462,0.109313,0.62513,parsed,ZEUS,rxn_1063,0.0,76.9,29.08
forward,5.01815e-06,cm^3/(mol*s),5.02523,56.0331,kJ/mol,1.0,K,300.0,K,3000.0,K,2.39168,0.113578,0.649523,parsed,ZEUS,rxn_1063,0.0,76.9,29.08
reverse,2.58062e-06,cm^3/(mol*s),5.15855,22.5752,kJ/mol,1.0,K,300.0,K,3000.0,K,2.76473,0.132458,0.757491,parsed,ZEUS,rxn_1269,0.0,81.62,33.77
forward,5.72756e-06,cm^3/(mol*s),5.21819,57.2252,kJ/mol,1.0,K,300.0,K,3000.0,K,2.79248,0.133759,0.764929,parsed,ZEUS,rxn_1269,0.0,81.62,33.77
reverse,0.0014153,cm^3/(mol*s),4.17837,6.47269,kJ/mol,1.0,K,300.0,K,3000.0,K,1.38197,0.0421379,0.240975,parsed,ZEUS,rxn_1825,0.0,101.27,77.21
forward,0.000177658,cm^3/(mol*s),4.32635,83.9213,kJ/mol,1.0,K,300.0,K,3000.0,K,1.49426,0.0523133,0.299165,parsed,ZEUS,rxn_1825,0.0,101.27,77.21
reverse,2569760.0,cm^3/(mol*s),2.19055,9.15172,kJ/mol,1.0,K,300.0,K,3000.0,K,1.13499,0.0164931,0.0943197,parsed,ZEUS,rxn_798,0.0,135.11,116.97
forward,1915.37,cm^3/(mol*s),2.49297,120.297,kJ/mol,1.0,K,300.0,K,3000.0,K,1.15584,0.0188635,0.107875,parsed,ZEUS,rxn_798,0.0,135.11,116.97
reverse,0.543947,cm^3/(mol*s),3.65629,-2.42875,kJ/mol,1.0,K,300.0,K,3000.0,K,1.0674,0.0084959,0.0485857,parsed,ZEUS,rxn_1581,0.0,108.4,102.52
reverse,0.544236,cm^3/(mol*s),3.65629,-2.42862,kJ/mol,1.0,K,300.0,K,3000.0,K,1.0674,0.00849566,0.0485843,parsed,ZEUS,rxn_1581,0.0,108.4,102.52
forward,1.39888,cm^3/(mol*s),3.71125,99.6446,kJ/mol,1.0,K,300.0,K,3000.0,K,1.08152,0.0102075,0.0583739,parsed,ZEUS,rxn_1581,0.0,108.4,102.52
forward,1.39952,cm^3/(mol*s),3.71125,99.6447,kJ/mol,1.0,K,300.0,K,3000.0,K,1.08152,0.0102071,0.0583719,parsed,ZEUS,rxn_1581,0.0,108.4,102.52
reverse,3.22873e-06,cm^3/(mol*s),4.87332,17.1932,kJ/mol,1.0,K,300.0,K,3000.0,K,2.09596,0.0963871,0.551211,parsed,ZEUS,rxn_1918,0.0,57.35,19.37
forward,3.05714e-05,cm^3/(mol*s),4.68192,37.0494,kJ/mol,1.0,K,300.0,K,3000.0,K,1.99754,0.0901231,0.515389,parsed,ZEUS,rxn_1918,0.0,57.35,19.37
reverse,9.54979e-08,cm^3/(mol*s),5.08225,40.9327,kJ/mol,1.0,K,300.0,K,3000.0,K,2.65854,0.127357,0.728317,parsed,ZEUS,rxn_1420,14.19,63.61,0.0
forward,3.81957e-07,cm^3/(mol*s),5.07949,27.1871,kJ/mol,1.0,K,300.0,K,3000.0,K,2.61486,0.125199,0.715979,parsed,ZEUS,rxn_1420,14.19,63.61,0.0
reverse,1.76902e-05,cm^3/(mol*s),4.96283,21.0931,kJ/mol,1.0,K,300.0,K,3000.0,K,2.44457,0.116427,0.665816,parsed,ZEUS,rxn_1441,0.0,111.02,67.95
forward,6.69876e-06,cm^3/(mol*s),4.99714,87.7966,kJ/mol,1.0,K,300.0,K,3000.0,K,2.4338,0.115853,0.662529,parsed,ZEUS,rxn_1441,0.0,111.02,67.95
reverse,1.57364e-05,cm^3/(mol*s),4.95815,23.3183,kJ/mol,1.0,K,300.0,K,3000.0,K,2.35129,0.11136,0.636839,parsed,ZEUS,rxn_1901,0.0,49.6,1.53
