rxn,direction,E0_total,E0_TS0,delta_E0
rxn_203,forward,-502315.75,-502292.0,23.75
rxn_203,reverse,-502409.16,-502292.0,117.15999999997439
rxn_206,forward,-699831.0,-699846.0,-15.0
rxn_206,reverse,-699977.0,-699846.0,131.0
rxn_208,forward,-897209.0,-897176.0,33.0
rxn_208,reverse,-897215.0,-897176.0,39.0
rxn_209,forward,-605613.0,-605506.0,107.0
rxn_209,reverse,-605514.0,-605506.0,8.0
rxn_210,forward,-210728.75,-210691.0,37.75
rxn_210,reverse,-210742.16,-210691.0,51.16000000000349
rxn_212,forward,-408243.0,-408242.0,1.0
rxn_212,reverse,-408309.0,-408242.0,67.0
rxn_213,forward,-605621.0,-605537.0,84.0
rxn_213,reverse,-605547.0,-605537.0,10.0
rxn_214,forward,-604115.0,-603917.0,198.0
rxn_214,reverse,-603892.0,-603917.0,-25.0
rxn_215,forward,-313926.0,-313877.0,49.0
rxn_215,reverse,-313945.0,-313877.0,68.0
rxn_218,forward,-405039.0,-405028.0,11.0
rxn_218,reverse,-405064.0,-405028.0,36.0
rxn_223,forward,-603992.0,-603973.0,19.0
rxn_223,reverse,-603996.0,-603973.0,23.0
rxn_225,forward,-603992.0,,
rxn_225,reverse,-198836.0,,
rxn_227,forward,-605727.0,-605731.0,-4.0
rxn_227,reverse,-605789.0,-605731.0,58.0
rxn_228,forward,-803105.0,-803055.0,50.0
rxn_228,reverse,-803062.0,-803055.0,7.0
rxn_229,forward,-803105.0,-803021.0,84.0
rxn_229,reverse,-803027.0,-803021.0,6.0
rxn_230,forward,-803108.0,,
rxn_230,reverse,-397870.0,,
rxn_231,forward,-511410.0,-511377.0,33.0
rxn_231,reverse,-511460.0,-511377.0,83.0
rxn_232,forward,-511410.0,-511360.0,50.0
rxn_232,reverse,-511425.0,-511360.0,65.0
rxn_233,forward,-511413.0,,
rxn_233,reverse,-106269.0,,
rxn_235,forward,-405089.75,-405054.0,35.75
rxn_235,reverse,-405127.16,-405054.0,73.15999999997439
rxn_238,forward,-602605.0,-602602.0,3.0
rxn_238,reverse,-602695.0,-602602.0,93.0
rxn_239,forward,-799983.0,-799941.0,42.0
rxn_239,reverse,-799958.0,-799941.0,17.0
rxn_240,forward,-799983.0,-799901.0,82.0
rxn_240,reverse,-799933.0,-799901.0,32.0
rxn_243,forward,-998724.0,-998743.0,-19.0
rxn_243,reverse,-998864.0,-998743.0,121.0
rxn_247,forward,-307453.75,-307422.0,31.75
rxn_247,reverse,-307510.16,-307422.0,88.15999999997439
rxn_248,forward,-307458.75,-307421.0,37.75
rxn_248,reverse,-307510.16,-307421.0,89.15999999997439
rxn_249,forward,-510609.0,-510565.0,44.0
rxn_249,reverse,-510639.0,-510565.0,74.0
rxn_250,forward,-407411.75,-407371.0,40.75
rxn_250,reverse,-407435.16,-407371.0,64.15999999997439
rxn_251,forward,-513813.0,-513773.0,40.0
rxn_251,reverse,-513876.0,-513773.0,103.0
rxn_252,forward,-410616.75,-410582.0,34.75
rxn_252,reverse,-410673.16,-410582.0,91.15999999997439
rxn_253,forward,-513798.0,-513769.0,29.0
rxn_253,reverse,-513876.0,-513769.0,107.0
rxn_254,forward,-410601.75,-410577.0,24.75
rxn_254,reverse,-410673.16,-410577.0,96.15999999997439
rxn_255,forward,-504968.0,-504970.0,-2.0
rxn_255,reverse,-505078.0,-504970.0,108.0
rxn_256,forward,-504973.0,-504970.0,3.0
rxn_256,reverse,-505078.0,-504970.0,108.0
rxn_257,forward,-911500.0,-911505.0,-5.0
rxn_257,reverse,-911609.0,-911505.0,104.0
rxn_258,forward,-911500.0,-911494.0,6.0
rxn_258,reverse,-911516.0,-911494.0,22.0
rxn_259,forward,-911500.0,-911492.0,8.0
rxn_259,reverse,-911516.0,-911492.0,24.0
rxn_260,forward,-911500.0,-911491.0,9.0
rxn_260,reverse,-911514.0,-911491.0,23.0
rxn_261,forward,-713987.75,-713928.0,59.75
rxn_261,reverse,-713951.16,-713928.0,23.160000000032596
rxn_262,forward,-713987.75,-713927.0,60.75
rxn_262,reverse,-713948.16,-713927.0,21.160000000032596
rxn_263,forward,-909767.0,-909761.0,6.0
rxn_263,reverse,-909818.0,-909761.0,57.0
rxn_264,forward,-909767.0,-909737.0,30.0
rxn_264,reverse,-909724.0,-909737.0,-13.0
rxn_265,forward,-909767.0,-909735.0,32.0
rxn_265,reverse,-909725.0,-909735.0,-10.0
rxn_266,forward,-909767.0,-909734.0,33.0
rxn_266,reverse,-909722.0,-909734.0,-12.0
rxn_268,forward,-817183.0,-817123.0,60.0
rxn_268,reverse,-817152.0,-817123.0,29.0
rxn_269,forward,-817183.0,-817122.0,61.0
rxn_269,reverse,-817152.0,-817122.0,30.0
rxn_270,forward,-817183.0,-817121.0,62.0
rxn_270,reverse,-817150.0,-817121.0,29.0
rxn_273,forward,-1108878.0,-1108770.0,108.0
rxn_273,reverse,-1108754.0,-1108770.0,-16.0
rxn_274,forward,-1108878.0,-1108770.0,108.0
rxn_274,reverse,-1108752.0,-1108770.0,-18.0
rxn_275,forward,-610823.75,-610764.0,59.75
rxn_275,reverse,-610786.16,-610764.0,22.160000000032596
rxn_276,forward,-1214099.75,-1214080.0,19.75
rxn_276,reverse,-1214042.16,-1214080.0,-37.84000000008382
rxn_277,forward,-808337.0,-808328.0,9.0
rxn_277,reverse,-808353.0,-808328.0,25.0
rxn_279,forward,-817179.0,-817111.0,68.0
rxn_279,reverse,-817129.0,-817111.0,18.0
rxn_285,forward,-200161.16,-200126.0,35.16000000000349
rxn_285,reverse,-200155.75,-200126.0,29.75
rxn_286,forward,-201898.16,-201882.0,16.160000000003492
rxn_286,reverse,-201951.75,-201882.0,69.75
rxn_288,forward,-107582.16,-107537.0,45.16000000000349
rxn_288,reverse,-107588.75,-107537.0,51.75
rxn_291,forward,-511393.0,-511397.0,-4.0
rxn_291,reverse,-511473.0,-511397.0,76.0
rxn_296,forward,-605621.0,-605537.0,84.0
rxn_296,reverse,-605547.0,-605537.0,10.0
rxn_297,forward,-708771.0,-708702.0,69.0
rxn_297,reverse,-708711.0,-708702.0,9.0
rxn_298,forward,-811927.0,-811868.0,59.0
rxn_298,reverse,-811877.0,-811868.0,9.0
rxn_299,forward,-511403.0,-511370.0,33.0
rxn_299,reverse,-511406.0,-511370.0,36.0
rxn_3,forward,-1009358.0,-1009360.0,-2.0
rxn_3,reverse,-1009405.0,-1009360.0,45.0
rxn_30,forward,-611395.75,-611376.0,19.75
rxn_30,reverse,-611481.16,-611376.0,105.1600000000326
rxn_300,forward,-614553.0,-614532.0,21.0
rxn_300,reverse,-614570.0,-614532.0,38.0
rxn_301,forward,-717709.0,-717697.0,12.0
rxn_301,reverse,-717736.0,-717697.0,39.0
rxn_302,forward,-604115.0,-603917.0,198.0
rxn_302,reverse,-603892.0,-603917.0,-25.0
rxn_303,forward,-707265.0,-707086.0,179.0
rxn_303,reverse,-707056.0,-707086.0,-30.0
rxn_31,forward,-917772.0,-917688.0,84.0
rxn_31,reverse,-917728.0,-917688.0,40.0
rxn_310,forward,-405153.16,-405075.0,78.15999999997439
rxn_310,reverse,-405089.75,-405075.0,14.75
rxn_3118,forward,-1074185.0,-1074160.0,25.0
rxn_3118,reverse,-1074177.0,-1074160.0,17.0
rxn_3120,forward,-1126396.0,-1126350.0,46.0
rxn_3120,reverse,-1126349.0,-1126350.0,-1.0
rxn_3126,forward,-1226346.0,-1226340.0,6.0
rxn_3126,reverse,-1226418.0,-1226340.0,78.0
rxn_3128,forward,-1229493.0,-1229480.0,13.0
rxn_3128,reverse,-1229508.0,-1229480.0,28.0
rxn_3129,forward,-1229493.0,-1229480.0,13.0
rxn_3129,reverse,-1229534.0,-1229480.0,54.0
rxn_313,forward,-500975.0,-500751.0,224.0
rxn_313,reverse,-500733.0,-500751.0,-18.0
rxn_3132,forward,-1231897.0,-1231880.0,17.0
rxn_3132,reverse,-1231959.0,-1231880.0,79.0
rxn_314,forward,-313945.0,-313877.0,68.0
rxn_314,reverse,-313926.0,-313877.0,49.0
rxn_3142,forward,-1371750.0,-1371700.0,50.0
rxn_3142,reverse,-1371712.0,-1371700.0,12.0
rxn_315,forward,-417109.0,-417036.0,73.0
rxn_315,reverse,-417076.0,-417036.0,40.0
rxn_3156,forward,-1468501.0,-1468490.0,11.0
rxn_3156,reverse,-1468564.0,-1468490.0,74.0
rxn_3158,forward,-1523858.0,-1523850.0,8.0
rxn_3158,reverse,-1523948.0,-1523850.0,98.0
rxn_3160,forward,-1471660.0,-1471640.0,20.0
rxn_3160,reverse,-1471663.0,-1471640.0,23.0
rxn_3161,forward,-1471660.0,-1471650.0,10.0
rxn_3161,reverse,-1471747.0,-1471650.0,97.0
rxn_3164,forward,-1516329.0,-1516310.0,19.0
rxn_3164,reverse,-1516407.0,-1516310.0,97.0
rxn_3166,forward,-1613723.0,-1613650.0,73.0
rxn_3166,reverse,-1613649.0,-1613650.0,-1.0
rxn_317,forward,-713989.0,-713959.0,30.0
rxn_317,reverse,-714020.0,-713959.0,61.0
rxn_3174,forward,-1613810.0,-1613740.0,70.0
rxn_3174,reverse,-1613739.0,-1613740.0,-1.0
rxn_3178,forward,-1613678.0,-1613610.0,68.0
rxn_3178,reverse,-1613613.0,-1613610.0,3.0
rxn_318,forward,-405173.0,-405076.0,97.0
rxn_318,reverse,-405100.0,-405076.0,24.0
rxn_3184,forward,-1766003.0,-1765990.0,13.0
rxn_3184,reverse,-1766099.0,-1765990.0,109.0
rxn_319,forward,-508356.0,-508265.0,91.0
rxn_319,reverse,-508288.0,-508265.0,23.0
rxn_3193,forward,-1863533.0,-1863460.0,73.0
rxn_3193,reverse,-1863467.0,-1863460.0,7.0
rxn_3199,forward,-2111395.0,-2111380.0,15.0
rxn_3199,reverse,-2111442.0,-2111380.0,62.0
rxn_32,forward,-808741.0,-808683.0,58.0
rxn_32,reverse,-808727.0,-808683.0,44.0
rxn_3201,forward,-4949655.0,-4949650.0,5.0
rxn_3201,reverse,-4949712.0,-4949650.0,62.0
rxn_3203,forward,-21600565.0,-21600600.0,-35.0
rxn_3203,reverse,-21600712.0,-21600600.0,112.0
rxn_3205,forward,-598239.0,-598183.0,56.0
rxn_3205,reverse,-598224.0,-598183.0,41.0
rxn_3206,forward,-640392.0,-640350.0,42.0
rxn_3206,reverse,-640370.0,-640350.0,20.0
rxn_3207,forward,-692603.0,-692553.0,50.0
rxn_3207,reverse,-692541.0,-692553.0,-12.0
rxn_321,forward,-408263.0,-408215.0,48.0
rxn_321,reverse,-408247.0,-408215.0,32.0
rxn_3210,forward,-792553.0,-792537.0,16.0
rxn_3210,reverse,-792611.0,-792537.0,74.0
rxn_3211,forward,-795700.0,-795678.0,22.0
rxn_3211,reverse,-795701.0,-795678.0,23.0
rxn_3212,forward,-795700.0,-795681.0,19.0
rxn_3212,reverse,-795727.0,-795681.0,46.0
rxn_3213,forward,-798104.0,-798070.0,34.0
rxn_3213,reverse,-798152.0,-798070.0,82.0
rxn_3215,forward,-840406.0,-840366.0,40.0
rxn_3215,reverse,-840432.0,-840366.0,66.0
rxn_3216,forward,-895741.0,-895705.0,36.0
rxn_3216,reverse,-895769.0,-895705.0,64.0
rxn_3217,forward,-895741.0,-895731.0,10.0
rxn_3217,reverse,-895794.0,-895731.0,63.0
rxn_3218,forward,-937957.0,-937905.0,52.0
rxn_3218,reverse,-937905.0,-937905.0,0.0
rxn_3219,forward,-937957.0,-937944.0,13.0
rxn_3219,reverse,-937992.0,-937944.0,48.0
rxn_322,forward,-502481.0,-502377.0,104.0
rxn_322,reverse,-502388.0,-502377.0,11.0
rxn_3220,forward,-895626.0,-895591.0,35.0
rxn_3220,reverse,-895619.0,-895591.0,28.0
rxn_3223,forward,-992435.0,-992419.0,16.0
rxn_3223,reverse,-992499.0,-992419.0,80.0
rxn_3224,forward,-992435.0,-992326.0,109.0
rxn_3224,reverse,-992295.0,-992326.0,-31.0
rxn_3226,forward,-1090065.0,-1090050.0,15.0
rxn_3226,reverse,-1090141.0,-1090050.0,91.0
rxn_3227,forward,-1037867.0,-1037850.0,17.0
rxn_3227,reverse,-1037856.0,-1037850.0,6.0
rxn_3228,forward,-1037867.0,-1037850.0,17.0
rxn_3228,reverse,-1037940.0,-1037850.0,90.0
rxn_3229,forward,-1082536.0,-1082510.0,26.0
rxn_3229,reverse,-1082600.0,-1082510.0,90.0
rxn_3230,forward,-1179930.0,-1179850.0,80.0
rxn_3230,reverse,-1179842.0,-1179850.0,-8.0
rxn_3232,forward,-1179993.0,-1179920.0,73.0
rxn_3232,reverse,-1179917.0,-1179920.0,-3.0
rxn_3233,forward,-1179993.0,-1179920.0,73.0
rxn_3233,reverse,-1179916.0,-1179920.0,-4.0
rxn_3234,forward,-1180017.0,-1179940.0,77.0
rxn_3234,reverse,-1179932.0,-1179940.0,-8.0
rxn_3236,forward,-1179885.0,-1179810.0,75.0
rxn_3236,reverse,-1179806.0,-1179810.0,-4.0
rxn_3238,forward,-1234582.0,-1234480.0,102.0
rxn_3238,reverse,-1234436.0,-1234480.0,-44.0
rxn_3239,forward,-1332210.0,-1332190.0,20.0
rxn_3239,reverse,-1332292.0,-1332190.0,102.0
rxn_324,forward,-817129.0,-817111.0,18.0
rxn_324,reverse,-817179.0,-817111.0,68.0
rxn_3242,forward,-1419484.0,-1419450.0,34.0
rxn_3242,reverse,-1419470.0,-1419450.0,20.0
rxn_3244,forward,-1429740.0,-1429660.0,80.0
rxn_3244,reverse,-1429660.0,-1429660.0,0.0
rxn_3246,forward,-1579962.0,-1579850.0,112.0
rxn_3246,reverse,-1579815.0,-1579850.0,-35.0
rxn_3247,forward,-1677602.0,-1677570.0,32.0
rxn_3247,reverse,-1677635.0,-1677570.0,65.0
rxn_3248,forward,-4515862.0,-4515850.0,12.0
rxn_3248,reverse,-4515905.0,-4515850.0,55.0
rxn_3249,forward,-21166772.0,-21166800.0,-28.0
rxn_3249,reverse,-21166905.0,-21166800.0,105.0
rxn_325,forward,-508313.0,-508230.0,83.0
rxn_325,reverse,-508259.0,-508230.0,29.0
rxn_326,forward,-611496.0,-611419.0,77.0
rxn_326,reverse,-611447.0,-611419.0,28.0
rxn_327,forward,-602605.0,-602602.0,3.0
rxn_327,reverse,-602695.0,-602602.0,93.0
rxn_328,forward,-408247.0,-408215.0,32.0
rxn_328,reverse,-408263.0,-408215.0,48.0
rxn_33,forward,-808638.0,-808650.0,-12.0
rxn_33,reverse,-808741.0,-808650.0,91.0
rxn_330,forward,-415303.0,-415289.0,14.0
rxn_330,reverse,-415361.0,-415289.0,72.0
rxn_331,forward,-614579.0,-614520.0,59.0
rxn_331,reverse,-614570.0,-614520.0,50.0
rxn_332,forward,-516990.0,-516971.0,19.0
rxn_332,reverse,-517045.0,-516971.0,74.0
rxn_3330,forward,-542736.0,,
rxn_3330,reverse,-1468608.0,,
rxn_334,forward,-611463.0,-611392.0,71.0
rxn_334,reverse,-611423.0,-611392.0,31.0
rxn_335,forward,-714646.0,-714580.0,66.0
rxn_335,reverse,-714611.0,-714580.0,31.0
rxn_337,forward,-620146.0,-620135.0,11.0
rxn_337,reverse,-620211.0,-620135.0,76.0
rxn_34,forward,-808728.0,-808675.0,53.0
rxn_34,reverse,-808727.0,-808675.0,52.0
rxn_342,forward,-403303.0,-403271.0,32.0
rxn_342,reverse,-403271.0,-403271.0,0.0
rxn_344,forward,-405039.0,-405028.0,11.0
rxn_344,reverse,-405064.0,-405028.0,36.0
rxn_345,forward,-506467.0,-506445.0,22.0
rxn_345,reverse,-506449.0,-506445.0,4.0
rxn_347,forward,-413884.0,-413832.0,52.0
rxn_347,reverse,-413878.0,-413832.0,46.0
rxn_348,forward,-513798.0,-513768.0,30.0
rxn_348,reverse,-513814.0,-513768.0,46.0
rxn_35,forward,-808609.0,-808619.0,-10.0
rxn_35,reverse,-808728.0,-808619.0,109.0
rxn_356,forward,-817179.0,-817111.0,68.0
rxn_356,reverse,-817129.0,-817111.0,18.0
rxn_357,forward,-808337.0,-808328.0,9.0
rxn_357,reverse,-808353.0,-808328.0,25.0
rxn_36,forward,-1006256.0,-1006210.0,46.0
rxn_36,reverse,-1006238.0,-1006210.0,28.0
rxn_361,forward,-405100.0,-405076.0,24.0
rxn_361,reverse,-405173.0,-405076.0,97.0
rxn_363,forward,-611423.0,-611392.0,31.0
rxn_363,reverse,-611463.0,-611392.0,71.0
rxn_365,forward,-505014.0,-505008.0,6.0
rxn_365,reverse,-505109.0,-505008.0,101.0
rxn_366,forward,-702670.0,-702627.0,43.0
rxn_366,reverse,-702675.0,-702627.0,48.0
rxn_367,forward,-499417.0,-499424.0,-7.0
rxn_367,reverse,-499537.0,-499424.0,113.0
rxn_368,forward,-602577.0,-602575.0,2.0
rxn_368,reverse,-602634.0,-602575.0,59.0
rxn_369,forward,-696795.0,-696749.0,46.0
rxn_369,reverse,-696775.0,-696749.0,26.0
rxn_37,forward,-897215.0,-897176.0,39.0
rxn_37,reverse,-897209.0,-897176.0,33.0
rxn_372,forward,-405089.75,-405075.0,14.75
rxn_372,reverse,-405153.16,-405075.0,78.15999999997439
rxn_373,forward,-508288.0,-508265.0,23.0
rxn_373,reverse,-508356.0,-508265.0,91.0
rxn_377,forward,-799983.0,-799941.0,42.0
rxn_377,reverse,-799958.0,-799941.0,17.0
rxn_378,forward,-595339.0,-595077.0,262.0
rxn_378,reverse,-595050.0,-595077.0,-27.0
rxn_38,forward,-911860.0,-911803.0,57.0
rxn_38,reverse,-911853.0,-911803.0,50.0
rxn_380,forward,-201951.75,-201882.0,69.75
rxn_380,reverse,-201898.16,-201882.0,16.160000000003492
rxn_383,forward,-405064.0,-405028.0,36.0
rxn_383,reverse,-405039.0,-405028.0,11.0
rxn_384,forward,-499537.0,-499424.0,113.0
rxn_384,reverse,-499417.0,-499424.0,-7.0
rxn_385,forward,-502627.0,-502571.0,56.0
rxn_385,reverse,-502564.0,-502571.0,-7.0
rxn_386,forward,-500829.0,-500813.0,16.0
rxn_386,reverse,-500833.0,-500813.0,20.0
rxn_387,forward,-406474.0,-406462.0,12.0
rxn_387,reverse,-406515.0,-406462.0,53.0
rxn_388,forward,-408247.0,-408215.0,32.0
rxn_388,reverse,-408263.0,-408215.0,48.0
rxn_389,forward,-511406.0,-511370.0,36.0
rxn_389,reverse,-511403.0,-511370.0,33.0
rxn_390,forward,-614570.0,-614532.0,38.0
rxn_390,reverse,-614553.0,-614532.0,21.0
rxn_391,forward,-717736.0,-717697.0,39.0
rxn_391,reverse,-717709.0,-717697.0,12.0
rxn_392,forward,-508161.0,-508151.0,10.0
rxn_392,reverse,-508199.0,-508151.0,48.0
rxn_394,forward,-502564.0,-502571.0,-7.0
rxn_394,reverse,-502627.0,-502571.0,56.0
rxn_396,forward,-1009347.0,-1009340.0,7.0
rxn_396,reverse,-1009405.0,-1009340.0,65.0
rxn_398,forward,-1009358.0,-1009360.0,-2.0
rxn_398,reverse,-1009405.0,-1009360.0,45.0
rxn_399,forward,-1009348.0,-1009340.0,8.0
rxn_399,reverse,-1009421.0,-1009340.0,81.0
rxn_400,forward,-1009358.0,-1009350.0,8.0
rxn_400,reverse,-1009421.0,-1009350.0,71.0
rxn_401,forward,-1009380.0,-1009380.0,0.0
rxn_401,reverse,-1009421.0,-1009380.0,41.0
rxn_406,forward,-924048.0,-924002.0,46.0
rxn_406,reverse,-924039.0,-924002.0,37.0
rxn_407,forward,-924039.0,-923999.0,40.0
rxn_407,reverse,-924052.0,-923999.0,53.0
rxn_409,forward,-1024022.0,-1023990.0,32.0
rxn_409,reverse,-1024049.0,-1023990.0,59.0
rxn_41,forward,-924039.0,-924002.0,37.0
rxn_41,reverse,-924048.0,-924002.0,46.0
rxn_410,forward,-1024026.0,-1023990.0,36.0
rxn_410,reverse,-1024049.0,-1023990.0,59.0
rxn_413,forward,-920856.0,-920826.0,30.0
rxn_413,reverse,-920891.0,-920826.0,65.0
rxn_414,forward,-920860.0,-920823.0,37.0
rxn_414,reverse,-920891.0,-920823.0,68.0
rxn_415,forward,-920832.0,-920816.0,16.0
rxn_415,reverse,-920891.0,-920816.0,75.0
rxn_417,forward,-820875.0,-820840.0,35.0
rxn_417,reverse,-820898.0,-820840.0,58.0
rxn_418,forward,-820875.0,-820837.0,38.0
rxn_418,reverse,-820902.0,-820837.0,65.0
rxn_419,forward,-820874.0,-820843.0,31.0
rxn_419,reverse,-820875.0,-820843.0,32.0
rxn_42,forward,-198836.0,,
rxn_42,reverse,-705874.0,,
rxn_420,forward,-817630.0,-817625.0,5.0
rxn_420,reverse,-817694.0,-817625.0,69.0
rxn_422,forward,-920808.0,-920793.0,15.0
rxn_422,reverse,-920860.0,-920793.0,67.0
rxn_424,forward,-1118438.0,-1118400.0,38.0
rxn_424,reverse,-1118411.0,-1118400.0,11.0
rxn_425,forward,-1118438.0,-1118390.0,48.0
rxn_425,reverse,-1118415.0,-1118390.0,25.0
rxn_426,forward,-611395.75,-611376.0,19.75
rxn_426,reverse,-611481.16,-611376.0,105.1600000000326
rxn_428,forward,-705579.0,-705517.0,62.0
rxn_428,reverse,-705563.0,-705517.0,46.0
rxn_429,forward,-808741.0,-808683.0,58.0
rxn_429,reverse,-808727.0,-808683.0,44.0
rxn_43,forward,-808937.0,-808937.0,0.0
rxn_43,reverse,-809022.0,-808937.0,85.0
rxn_430,forward,-705480.0,-705489.0,-9.0
rxn_430,reverse,-705579.0,-705489.0,90.0
rxn_431,forward,-808638.0,-808650.0,-12.0
rxn_431,reverse,-808741.0,-808650.0,91.0
rxn_432,forward,-808728.0,-808675.0,53.0
rxn_432,reverse,-808727.0,-808675.0,52.0
rxn_433,forward,-808728.0,-808675.0,53.0
rxn_433,reverse,-808727.0,-808675.0,52.0
rxn_435,forward,-808609.0,-808619.0,-10.0
rxn_435,reverse,-808728.0,-808619.0,109.0
rxn_437,forward,-903110.0,-903066.0,44.0
rxn_437,reverse,-903090.0,-903066.0,24.0
rxn_438,forward,-799933.0,-799897.0,36.0
rxn_438,reverse,-799934.0,-799897.0,37.0
rxn_439,forward,-897215.0,-897176.0,39.0
rxn_439,reverse,-897209.0,-897176.0,33.0
rxn_440,forward,-911860.0,-911798.0,62.0
rxn_440,reverse,-911853.0,-911798.0,55.0
rxn_443,forward,-911500.0,-911505.0,-5.0
rxn_443,reverse,-911609.0,-911505.0,104.0
rxn_445,forward,-1212027.0,-1211970.0,57.0
rxn_445,reverse,-1212010.0,-1211970.0,40.0
rxn_448,forward,-1210521.0,-1210370.0,151.0
rxn_448,reverse,-1210355.0,-1210370.0,-15.0
rxn_45,forward,-808937.0,-808946.0,-9.0
rxn_45,reverse,-809000.0,-808946.0,54.0
rxn_450,forward,-914998.0,-914993.0,5.0
rxn_450,reverse,-915067.0,-914993.0,74.0
rxn_452,forward,-811834.0,-811829.0,5.0
rxn_452,reverse,-811917.0,-811829.0,88.0
rxn_453,forward,-915000.0,-914995.0,5.0
rxn_453,reverse,-915084.0,-914995.0,89.0
rxn_456,forward,-1006245.0,-1006230.0,15.0
rxn_456,reverse,-1006279.0,-1006230.0,49.0
rxn_458,forward,-1109397.0,-1109360.0,37.0
rxn_458,reverse,-1109430.0,-1109360.0,70.0
rxn_46,forward,-912087.0,-912089.0,-2.0
rxn_46,reverse,-912174.0,-912089.0,85.0
rxn_460,forward,-1006220.0,-1006190.0,30.0
rxn_460,reverse,-1006279.0,-1006190.0,89.0
rxn_461,forward,-1109386.0,-1109360.0,26.0
rxn_461,reverse,-1109446.0,-1109360.0,86.0
rxn_463,forward,-1459368.0,-1459340.0,28.0
rxn_463,reverse,-1459407.0,-1459340.0,67.0
rxn_464,forward,-2401740.0,-2401740.0,0.0
rxn_464,reverse,-2401800.0,-2401740.0,60.0
rxn_465,forward,-1459359.0,-1459340.0,19.0
rxn_465,reverse,-1459477.0,-1459340.0,137.0
rxn_466,forward,-2504900.0,-2504870.0,30.0
rxn_466,reverse,-2504920.0,-2504870.0,50.0
rxn_467,forward,-305049.75,-305008.0,41.75
rxn_467,reverse,-305059.16,-305008.0,51.15999999997439
rxn_468,forward,-924039.0,-924002.0,37.0
rxn_468,reverse,-924048.0,-924002.0,46.0
rxn_47,forward,-912087.0,-912096.0,-9.0
rxn_47,reverse,-912216.0,-912096.0,120.0
rxn_473,forward,-1453726.0,-1453710.0,16.0
rxn_473,reverse,-1453788.0,-1453710.0,78.0
rxn_474,forward,-1350586.0,-1350580.0,6.0
rxn_474,reverse,-1350628.0,-1350580.0,48.0
rxn_475,forward,-1656949.0,-1656910.0,39.0
rxn_475,reverse,-1656969.0,-1656910.0,59.0
rxn_476,forward,-1556899.0,-1556870.0,29.0
rxn_476,reverse,-1556967.0,-1556870.0,97.0
rxn_477,forward,-1450629.0,-1450630.0,-1.0
rxn_477,reverse,-1450697.0,-1450630.0,67.0
rxn_478,forward,-2499280.0,-2499280.0,0.0
rxn_478,reverse,-2499290.0,-2499280.0,10.0
rxn_479,forward,-1450669.0,-1450670.0,-1.0
rxn_479,reverse,-1450679.0,-1450670.0,9.0
rxn_48,forward,-912087.0,-912110.0,-23.0
rxn_48,reverse,-912152.0,-912110.0,42.0
rxn_480,forward,-1450620.0,-1450600.0,20.0
rxn_480,reverse,-1450654.0,-1450600.0,54.0
rxn_481,forward,-1553780.0,-1553740.0,40.0
rxn_481,reverse,-1553794.0,-1553740.0,54.0
rxn_482,forward,-356072.0,-356037.0,35.0
rxn_482,reverse,-356098.0,-356037.0,61.0
rxn_483,forward,-823407.0,-823370.0,37.0
rxn_483,reverse,-823437.0,-823370.0,67.0
rxn_484,forward,-459222.0,-459198.0,24.0
rxn_484,reverse,-459262.0,-459198.0,64.0
rxn_485,forward,-926566.0,-926522.0,44.0
rxn_485,reverse,-926577.0,-926522.0,55.0
rxn_486,forward,-562378.0,-562361.0,17.0
rxn_486,reverse,-562428.0,-562361.0,67.0
rxn_487,forward,-1029730.0,-1029680.0,50.0
rxn_487,reverse,-1029727.0,-1029680.0,47.0
rxn_49,forward,-812027.0,-812039.0,-12.0
rxn_49,reverse,-812120.0,-812039.0,81.0
rxn_490,forward,-345520.0,-345484.0,36.0
rxn_490,reverse,-345502.0,-345484.0,18.0
rxn_491,forward,-1026582.0,-1026500.0,82.0
rxn_491,reverse,-1026535.0,-1026500.0,35.0
rxn_494,forward,-252939.0,-252885.0,54.0
rxn_494,reverse,-252932.0,-252885.0,47.0
rxn_5,forward,-1009358.0,-1009350.0,8.0
rxn_5,reverse,-1009421.0,-1009350.0,71.0
rxn_50,forward,-1153167.0,-1153100.0,67.0
rxn_50,reverse,-1153109.0,-1153100.0,9.0
rxn_51,forward,-1256307.0,-1256270.0,37.0
rxn_51,reverse,-1256268.0,-1256270.0,-2.0
rxn_52,forward,-1359460.0,,
rxn_52,reverse,-1048590.0,,
rxn_53,forward,-1359457.0,-1359430.0,27.0
rxn_53,reverse,-1359432.0,-1359430.0,2.0
rxn_54,forward,-1462607.0,-1462590.0,17.0
rxn_54,reverse,-1462582.0,-1462590.0,-8.0
rxn_547,forward,-1429866.0,-1429790.0,76.0
rxn_547,reverse,-1429807.0,-1429790.0,17.0
rxn_548,forward,-1533029.0,-1532950.0,79.0
rxn_548,reverse,-1532956.0,-1532950.0,6.0
rxn_549,forward,-1636188.0,-1636100.0,88.0
rxn_549,reverse,-1636110.0,-1636100.0,10.0
rxn_550,forward,-923321.0,-923297.0,24.0
rxn_550,reverse,-923346.0,-923297.0,49.0
rxn_551,forward,-1026499.0,-1026470.0,29.0
rxn_551,reverse,-1026508.0,-1026470.0,38.0
rxn_552,forward,-1126504.0,-1126440.0,64.0
rxn_552,reverse,-1126478.0,-1126440.0,38.0
rxn_553,forward,-1326610.0,-1326600.0,10.0
rxn_553,reverse,-1326644.0,-1326600.0,44.0
rxn_554,forward,-1123260.0,-1123210.0,50.0
