rxn,direction,E0_total,E0_TS0,delta_E0
rxn_554,reverse,-1123233.0,-1123210.0,23.0
rxn_555,forward,-926581.0,-926551.0,30.0
rxn_555,reverse,-926619.0,-926551.0,68.0
rxn_556,forward,-1029740.0,-1029710.0,30.0
rxn_556,reverse,-1029759.0,-1029710.0,49.0
rxn_557,forward,-1132904.0,-1132870.0,34.0
rxn_557,reverse,-1132909.0,-1132870.0,39.0
rxn_56,forward,-1356265.0,-1356250.0,15.0
rxn_56,reverse,-1356284.0,-1356250.0,34.0
rxn_560,forward,-1232920.0,-1232840.0,80.0
rxn_560,reverse,-1232866.0,-1232840.0,26.0
rxn_561,forward,-1336084.0,-1336010.0,74.0
rxn_561,reverse,-1336021.0,-1336010.0,11.0
rxn_562,forward,-1332914.0,-1332810.0,104.0
rxn_562,reverse,-1332822.0,-1332810.0,12.0
rxn_563,forward,-1436074.0,-1435970.0,104.0
rxn_563,reverse,-1435975.0,-1435970.0,5.0
rxn_565,forward,-1229671.0,-1229610.0,61.0
rxn_565,reverse,-1229631.0,-1229610.0,21.0
rxn_566,forward,-1332837.0,-1332770.0,67.0
rxn_566,reverse,-1332785.0,-1332770.0,15.0
rxn_567,forward,-1326410.0,-1326330.0,80.0
rxn_567,reverse,-1326337.0,-1326330.0,7.0
rxn_568,forward,-1429575.0,-1429490.0,85.0
rxn_568,reverse,-1429490.0,-1429490.0,0.0
rxn_569,forward,-1533040.0,-1532990.0,50.0
rxn_569,reverse,-1533016.0,-1532990.0,26.0
rxn_57,forward,-1459414.0,-1459410.0,4.0
rxn_57,reverse,-1459448.0,-1459410.0,38.0
rxn_570,forward,-1636203.0,-1636150.0,53.0
rxn_570,reverse,-1636165.0,-1636150.0,15.0
rxn_571,forward,-1739362.0,-1739300.0,62.0
rxn_571,reverse,-1739319.0,-1739300.0,19.0
rxn_572,forward,-1026495.0,-1026490.0,5.0
rxn_572,reverse,-1026555.0,-1026490.0,65.0
rxn_573,forward,-1129673.0,-1129660.0,13.0
rxn_573,reverse,-1129717.0,-1129660.0,57.0
rxn_574,forward,-1229678.0,-1229630.0,48.0
rxn_574,reverse,-1229687.0,-1229630.0,57.0
rxn_575,forward,-1429784.0,-1429790.0,-6.0
rxn_575,reverse,-1429853.0,-1429790.0,63.0
rxn_576,forward,-1226434.0,-1226400.0,34.0
rxn_576,reverse,-1226442.0,-1226400.0,42.0
rxn_577,forward,-1029745.0,-1029710.0,35.0
rxn_577,reverse,-1029782.0,-1029710.0,72.0
rxn_578,forward,-1132904.0,-1132860.0,44.0
rxn_578,reverse,-1132922.0,-1132860.0,62.0
rxn_581,forward,-1232920.0,-1232820.0,100.0
rxn_581,reverse,-1232880.0,-1232820.0,60.0
rxn_582,forward,-1336084.0,-1336000.0,84.0
rxn_582,reverse,-1336029.0,-1336000.0,29.0
rxn_586,forward,-1229673.0,-1229610.0,63.0
rxn_586,reverse,-1229647.0,-1229610.0,37.0
rxn_59,forward,-1353037.0,-1353000.0,37.0
rxn_59,reverse,-1353037.0,-1353000.0,37.0
rxn_590,forward,-1532739.0,-1532640.0,99.0
rxn_590,reverse,-1532653.0,-1532640.0,13.0
rxn_594,forward,-1129659.0,-1129630.0,29.0
rxn_594,reverse,-1129718.0,-1129630.0,88.0
rxn_595,forward,-1232837.0,-1232810.0,27.0
rxn_595,reverse,-1232880.0,-1232810.0,70.0
rxn_596,forward,-1332842.0,-1332760.0,82.0
rxn_596,reverse,-1332850.0,-1332760.0,90.0
rxn_599,forward,-1029745.0,-1029710.0,35.0
rxn_599,reverse,-1029784.0,-1029710.0,74.0
rxn_6,forward,-1009380.0,-1009380.0,0.0
rxn_6,reverse,-1009421.0,-1009380.0,41.0
rxn_60,forward,-1456179.0,-1456160.0,19.0
rxn_60,reverse,-1456199.0,-1456160.0,39.0
rxn_600,forward,-1132904.0,-1132860.0,44.0
rxn_600,reverse,-1132924.0,-1132860.0,64.0
rxn_601,forward,-1236068.0,-1236020.0,48.0
rxn_601,reverse,-1236074.0,-1236020.0,54.0
rxn_602,forward,-1339234.0,-1339190.0,44.0
rxn_602,reverse,-1339230.0,-1339190.0,40.0
rxn_604,forward,-1336084.0,-1336000.0,84.0
rxn_604,reverse,-1336031.0,-1336000.0,31.0
rxn_605,forward,-1439248.0,-1439160.0,88.0
rxn_605,reverse,-1439186.0,-1439160.0,26.0
rxn_606,forward,-1436078.0,-1435970.0,108.0
rxn_606,reverse,-1435987.0,-1435970.0,17.0
rxn_607,forward,-1539238.0,-1539130.0,108.0
rxn_607,reverse,-1539140.0,-1539130.0,10.0
rxn_61,forward,-585963.0,-585937.0,26.0
rxn_61,reverse,-586041.0,-585937.0,104.0
rxn_610,forward,-1436001.0,-1435930.0,71.0
rxn_610,reverse,-1435950.0,-1435930.0,20.0
rxn_611,forward,-1429574.0,-1429490.0,84.0
rxn_611,reverse,-1429502.0,-1429490.0,12.0
rxn_612,forward,-1532739.0,-1532650.0,89.0
rxn_612,reverse,-1532655.0,-1532650.0,5.0
rxn_613,forward,-1636204.0,-1636150.0,54.0
rxn_613,reverse,-1636181.0,-1636150.0,31.0
rxn_614,forward,-1739367.0,-1739310.0,57.0
rxn_614,reverse,-1739330.0,-1739310.0,20.0
rxn_615,forward,-1842526.0,-1842460.0,66.0
rxn_615,reverse,-1842484.0,-1842460.0,24.0
rxn_616,forward,-1129659.0,-1129640.0,19.0
rxn_616,reverse,-1129720.0,-1129640.0,80.0
rxn_617,forward,-1232837.0,-1232820.0,17.0
rxn_617,reverse,-1232882.0,-1232820.0,62.0
rxn_618,forward,-1332842.0,-1332790.0,52.0
rxn_618,reverse,-1332852.0,-1332790.0,62.0
rxn_62,forward,-783571.0,-783377.0,194.0
rxn_62,reverse,-783419.0,-783377.0,42.0
rxn_623,forward,-345520.0,-345484.0,36.0
rxn_623,reverse,-345502.0,-345484.0,18.0
rxn_624,forward,-147985.75,-147965.0,20.75
rxn_624,reverse,-148028.16,-147965.0,63.16000000000349
rxn_625,forward,-343765.0,-343731.0,34.0
rxn_625,reverse,-343802.0,-343731.0,71.0
rxn_629,forward,-251184.0,-251137.0,47.0
rxn_629,reverse,-251166.0,-251137.0,29.0
rxn_63,forward,-146380.16,-146273.0,107.16000000000349
rxn_63,reverse,-146285.75,-146273.0,12.75
rxn_633,forward,-146285.75,-146273.0,12.75
rxn_633,reverse,-146380.16,-146273.0,107.16000000000349
rxn_635,forward,-249486.0,-249481.0,5.0
rxn_635,reverse,-249587.0,-249481.0,106.0
rxn_637,forward,-487531.0,-487534.0,-3.0
rxn_637,reverse,-487700.0,-487534.0,166.0
rxn_639,forward,-437097.0,-437107.0,-10.0
rxn_639,reverse,-437283.0,-437107.0,176.0
rxn_640,forward,-394951.0,-394952.0,-1.0
rxn_640,reverse,-395130.0,-394952.0,178.0
rxn_645,forward,-294920.75,-294900.0,20.75
rxn_645,reverse,-295018.16,-294900.0,118.15999999997439
rxn_648,forward,-398118.0,-398094.0,24.0
rxn_648,reverse,-398222.0,-398094.0,128.0
rxn_649,forward,-440264.0,-440260.0,4.0
rxn_649,reverse,-440375.0,-440260.0,115.0
rxn_654,forward,-737258.0,-737213.0,45.0
rxn_654,reverse,-737259.0,-737213.0,46.0
rxn_656,forward,-447084.75,-447073.0,11.75
rxn_656,reverse,-447188.16,-447073.0,115.15999999997439
rxn_658,forward,-644600.0,-644607.0,-7.0
rxn_658,reverse,-644756.0,-644607.0,149.0
rxn_659,forward,-550283.0,-550261.0,22.0
rxn_659,reverse,-550392.0,-550261.0,131.0
rxn_660,forward,-592429.0,-592427.0,2.0
rxn_660,reverse,-592545.0,-592427.0,118.0
rxn_661,forward,-444079.0,-444022.0,57.0
rxn_661,reverse,-443940.0,-444022.0,-82.0
rxn_667,forward,-249675.75,-249659.0,16.75
rxn_667,reverse,-249747.16,-249659.0,88.16000000000349
rxn_670,forward,-352874.0,-352855.0,19.0
rxn_670,reverse,-352951.0,-352855.0,96.0
rxn_671,forward,-395020.0,-395017.0,3.0
rxn_671,reverse,-395104.0,-395017.0,87.0
rxn_672,forward,-249675.75,-249650.0,25.75
rxn_672,reverse,-249694.16,-249650.0,44.16000000000349
rxn_673,forward,-445455.0,-445457.0,-2.0
rxn_673,reverse,-445468.0,-445457.0,11.0
rxn_675,forward,-352874.0,-352838.0,36.0
rxn_675,reverse,-352898.0,-352838.0,60.0
rxn_676,forward,-395020.0,-395002.0,18.0
rxn_676,reverse,-395051.0,-395002.0,49.0
rxn_68,forward,-252932.0,-252885.0,47.0
rxn_68,reverse,-252939.0,-252885.0,54.0
rxn_680,forward,-356048.0,-356016.0,32.0
rxn_680,reverse,-356105.0,-356016.0,89.0
rxn_681,forward,-398194.0,-398182.0,12.0
rxn_681,reverse,-398258.0,-398182.0,76.0
rxn_682,forward,-252850.75,-252817.0,33.75
rxn_682,reverse,-252874.16,-252817.0,57.16000000000349
rxn_683,forward,-448630.0,-448634.0,-4.0
rxn_683,reverse,-448648.0,-448634.0,14.0
rxn_685,forward,-356048.0,-356010.0,38.0
rxn_685,reverse,-356077.0,-356010.0,67.0
rxn_686,forward,-398194.0,-398177.0,17.0
rxn_686,reverse,-398230.0,-398177.0,53.0
rxn_688,forward,-547351.0,-547329.0,22.0
rxn_688,reverse,-547375.0,-547329.0,46.0
rxn_689,forward,-589504.0,-589504.0,0.0
rxn_689,reverse,-589521.0,-589504.0,17.0
rxn_69,forward,-347296.0,-347257.0,39.0
rxn_69,reverse,-347256.0,-347257.0,-1.0
rxn_690,forward,-405041.75,-404995.0,46.75
rxn_690,reverse,-405127.16,-404995.0,132.1599999999744
rxn_691,forward,-600821.0,-600819.0,2.0
rxn_691,reverse,-600901.0,-600819.0,82.0
rxn_693,forward,-508239.0,-508205.0,34.0
rxn_693,reverse,-508331.0,-508205.0,126.0
rxn_694,forward,-550385.0,-550381.0,4.0
rxn_694,reverse,-550484.0,-550381.0,103.0
rxn_695,forward,-641692.0,-641681.0,11.0
rxn_695,reverse,-641715.0,-641681.0,34.0
rxn_697,forward,-639956.0,-639916.0,40.0
rxn_697,reverse,-639921.0,-639916.0,5.0
rxn_698,forward,-547375.0,-547329.0,46.0
rxn_698,reverse,-547351.0,-547329.0,22.0
rxn_699,forward,-589521.0,-589504.0,17.0
rxn_699,reverse,-589504.0,-589504.0,0.0
rxn_70,forward,-1049909.75,-1049900.0,9.75
rxn_70,reverse,-1049962.16,-1049900.0,62.15999999991618
rxn_701,forward,-352816.75,-352786.0,30.75
rxn_701,reverse,-352886.16,-352786.0,100.15999999997439
rxn_702,forward,-548596.0,-548584.0,12.0
rxn_702,reverse,-548660.0,-548584.0,76.0
rxn_703,forward,-550331.0,-550334.0,-3.0
rxn_703,reverse,-550453.0,-550334.0,119.0
rxn_704,forward,-456014.0,-455976.0,38.0
rxn_704,reverse,-456089.0,-455976.0,113.0
rxn_705,forward,-498160.0,-498135.0,25.0
rxn_705,reverse,-498242.0,-498135.0,107.0
rxn_706,forward,-347079.75,-347060.0,19.75
rxn_706,reverse,-347166.16,-347060.0,106.15999999997439
rxn_709,forward,-450278.0,-450256.0,22.0
rxn_709,reverse,-450371.0,-450256.0,115.0
rxn_710,forward,-492424.0,-492421.0,3.0
rxn_710,reverse,-492524.0,-492421.0,103.0
rxn_711,forward,-741973.0,-741935.0,38.0
rxn_711,reverse,-741973.0,-741935.0,38.0
rxn_715,forward,-450278.0,-450267.0,11.0
rxn_715,reverse,-450414.0,-450267.0,147.0
rxn_716,forward,-492424.0,-492431.0,-7.0
rxn_716,reverse,-492567.0,-492431.0,136.0
rxn_72,forward,-1048292.16,-1048210.0,82.1600000000326
rxn_72,reverse,-1048219.75,-1048210.0,9.75
rxn_721,forward,-498118.0,-498079.0,39.0
rxn_721,reverse,-498186.0,-498079.0,107.0
rxn_722,forward,-540264.0,-540247.0,17.0
rxn_722,reverse,-540339.0,-540247.0,92.0
rxn_723,forward,-789813.0,-789755.0,58.0
rxn_723,reverse,-789788.0,-789755.0,33.0
rxn_724,forward,-689813.0,-689789.0,24.0
rxn_724,reverse,-689824.0,-689789.0,35.0
rxn_725,forward,-917724.0,-917731.0,-7.0
rxn_725,reverse,-917801.0,-917731.0,70.0
rxn_726,forward,-917724.0,-917729.0,-5.0
rxn_726,reverse,-917763.0,-917729.0,34.0
rxn_727,forward,-917724.0,-917729.0,-5.0
rxn_727,reverse,-917774.0,-917729.0,45.0
rxn_729,forward,-1124062.0,-1124070.0,-8.0
rxn_729,reverse,-1124146.0,-1124070.0,76.0
rxn_731,forward,-720213.75,-720187.0,26.75
rxn_731,reverse,-720237.16,-720187.0,50.160000000032596
rxn_732,forward,-720213.75,-720173.0,40.75
rxn_732,reverse,-720199.16,-720173.0,26.160000000032596
rxn_733,forward,-720213.75,-720174.0,39.75
rxn_733,reverse,-720210.16,-720174.0,36.160000000032596
rxn_735,forward,-926552.75,-926505.0,47.75
rxn_735,reverse,-926584.16,-926505.0,79.1600000000326
rxn_738,forward,-1129717.0,-1129680.0,37.0
rxn_738,reverse,-1129756.0,-1129680.0,76.0
rxn_739,forward,-1232880.0,-1232840.0,40.0
rxn_739,reverse,-1232920.0,-1232840.0,80.0
rxn_740,forward,-1232882.0,-1232840.0,42.0
rxn_740,reverse,-1232920.0,-1232840.0,80.0
rxn_741,forward,-1026508.0,-1026490.0,18.0
rxn_741,reverse,-1026582.0,-1026490.0,92.0
rxn_742,forward,-1026497.0,-1026480.0,17.0
rxn_742,reverse,-1026582.0,-1026480.0,102.0
rxn_743,forward,-1229640.0,-1229620.0,20.0
rxn_743,reverse,-1229740.0,-1229620.0,120.0
rxn_744,forward,-1332822.0,-1332810.0,12.0
rxn_744,reverse,-1332914.0,-1332810.0,104.0
rxn_745,forward,-1435985.0,-1435970.0,15.0
rxn_745,reverse,-1436078.0,-1435970.0,108.0
rxn_746,forward,-1435987.0,-1435970.0,17.0
rxn_746,reverse,-1436078.0,-1435970.0,108.0
rxn_748,forward,-1229613.0,-1229610.0,3.0
rxn_748,reverse,-1229740.0,-1229610.0,130.0
rxn_751,forward,-614575.0,-614527.0,48.0
rxn_751,reverse,-614589.0,-614527.0,62.0
rxn_752,forward,-614575.0,-614550.0,25.0
rxn_752,reverse,-614630.0,-614550.0,80.0
rxn_753,forward,-413836.75,-413815.0,21.75
rxn_753,reverse,-413923.16,-413815.0,108.15999999997439
rxn_754,forward,-517033.0,-517004.0,29.0
rxn_754,reverse,-517125.0,-517004.0,121.0
rxn_757,forward,-413884.0,-413847.0,37.0
rxn_757,reverse,-413961.0,-413847.0,114.0
rxn_758,forward,-517046.0,-517010.0,36.0
rxn_758,reverse,-517125.0,-517010.0,115.0
rxn_760,forward,-517050.0,-517013.0,37.0
rxn_760,reverse,-517119.0,-517013.0,106.0
rxn_761,forward,-517043.0,-516984.0,59.0
rxn_761,reverse,-517018.0,-516984.0,34.0
rxn_762,forward,-620207.0,-620144.0,63.0
rxn_762,reverse,-620168.0,-620144.0,24.0
rxn_766,forward,-305049.75,-305008.0,41.75
rxn_766,reverse,-305059.16,-305008.0,51.15999999997439
rxn_77,forward,-2095389.75,-2095380.0,9.75
rxn_77,reverse,-2095512.16,-2095380.0,132.15999999991618
rxn_770,forward,-313926.0,-313877.0,49.0
rxn_770,reverse,-313945.0,-313877.0,68.0
rxn_771,forward,-717716.0,-717687.0,29.0
rxn_771,reverse,-717758.0,-717687.0,71.0
rxn_772,forward,-820865.0,-820834.0,31.0
rxn_772,reverse,-820911.0,-820834.0,77.0
rxn_773,forward,-511410.0,-511377.0,33.0
rxn_773,reverse,-511460.0,-511377.0,83.0
rxn_775,forward,-611324.0,-611314.0,10.0
rxn_775,reverse,-611396.0,-611314.0,82.0
rxn_776,forward,-810301.0,-810310.0,-9.0
rxn_776,reverse,-810331.0,-810310.0,21.0
rxn_778,forward,-605547.0,-605537.0,10.0
rxn_778,reverse,-605621.0,-605537.0,84.0
rxn_779,forward,-1009360.0,-1009360.0,0.0
rxn_779,reverse,-1009411.0,-1009360.0,51.0
rxn_780,forward,-803062.0,-803055.0,7.0
rxn_780,reverse,-803105.0,-803055.0,50.0
rxn_781,forward,-707143.0,-707145.0,-2.0
rxn_781,reverse,-707162.0,-707145.0,17.0
rxn_783,forward,-812027.0,-812046.0,-19.0
rxn_783,reverse,-812109.0,-812046.0,63.0
rxn_785,forward,-107582.16,-107537.0,45.16000000000349
rxn_785,reverse,-107588.75,-107537.0,51.75
rxn_787,forward,-313907.16,-313853.0,54.15999999997439
rxn_787,reverse,-313879.75,-313853.0,26.75
rxn_790,forward,-413923.16,-413815.0,108.15999999997439
rxn_790,reverse,-413836.75,-413815.0,21.75
rxn_791,forward,-517088.16,-516975.0,113.15999999997439
rxn_791,reverse,-516992.75,-516975.0,17.75
rxn_792,forward,-513918.16,-513772.0,146.1599999999744
rxn_792,reverse,-513792.75,-513772.0,20.75
rxn_793,forward,-617078.16,-616928.0,150.1600000000326
rxn_793,reverse,-616947.75,-616928.0,19.75
rxn_795,forward,-410673.16,-410577.0,96.15999999997439
rxn_795,reverse,-410601.75,-410577.0,24.75
rxn_796,forward,-513840.16,-513737.0,103.15999999997439
rxn_796,reverse,-513755.75,-513737.0,18.75
rxn_797,forward,-507412.16,-507284.0,128.1599999999744
rxn_797,reverse,-507306.75,-507284.0,22.75
rxn_798,forward,-610577.16,-610442.0,135.1600000000326
rxn_798,reverse,-610459.75,-610442.0,17.75
rxn_799,forward,-714044.16,-713960.0,84.1600000000326
rxn_799,reverse,-713987.75,-713960.0,27.75
rxn_80,forward,-541398.75,-541377.0,21.75
rxn_80,reverse,-541518.16,-541377.0,141.1600000000326
rxn_801,forward,-920368.16,-920272.0,96.1600000000326
rxn_801,reverse,-920292.75,-920272.0,20.75
rxn_806,forward,-1153082.16,-1153010.0,72.15999999991618
rxn_806,reverse,-1153049.75,-1153010.0,39.75
rxn_807,forward,-1256242.16,-1256180.0,62.15999999991618
rxn_807,reverse,-1256199.75,-1256180.0,19.75
rxn_816,forward,-2298622.16,-2298450.0,172.160000000149
rxn_816,reverse,-2298479.75,-2298450.0,29.75
rxn_818,forward,-1353002.16,-1352890.0,112.15999999991618
rxn_818,reverse,-1352909.75,-1352890.0,19.75
rxn_824,forward,-2195422.16,-2195330.0,92.16000000014901
rxn_824,reverse,-2195349.75,-2195330.0,19.75
rxn_825,forward,-1353052.16,-1352960.0,92.15999999991618
rxn_825,reverse,-1352979.75,-1352960.0,19.75
rxn_830,forward,-517125.0,-517004.0,121.0
rxn_830,reverse,-517033.0,-517004.0,29.0
rxn_831,forward,-620289.0,-620164.0,125.0
rxn_831,reverse,-620188.0,-620164.0,24.0
rxn_833,forward,-720279.0,-720118.0,161.0
rxn_833,reverse,-720142.0,-720118.0,24.0
rxn_835,forward,-513876.0,-513769.0,107.0
rxn_835,reverse,-513798.0,-513769.0,29.0
rxn_836,forward,-617042.0,-616929.0,113.0
rxn_836,reverse,-616952.0,-616929.0,23.0
rxn_837,forward,-610615.0,-610484.0,131.0
rxn_837,reverse,-610504.0,-610484.0,20.0
rxn_838,forward,-713780.0,-713643.0,137.0
rxn_838,reverse,-713657.0,-713643.0,14.0
rxn_839,forward,-817245.0,-817148.0,97.0
rxn_839,reverse,-817183.0,-817148.0,35.0
rxn_840,forward,-920408.0,-920302.0,106.0
rxn_840,reverse,-920332.0,-920302.0,30.0
rxn_841,forward,-1023567.0,-1023460.0,107.0
rxn_841,reverse,-1023486.0,-1023460.0,26.0
rxn_842,forward,-310700.0,-310660.0,40.0
rxn_842,reverse,-310722.0,-310660.0,62.0
rxn_843,forward,-413878.0,-413832.0,46.0
rxn_843,reverse,-413884.0,-413832.0,52.0
rxn_844,forward,-513883.0,-513800.0,83.0
rxn_844,reverse,-513854.0,-513800.0,54.0
rxn_846,forward,-1256287.0,-1256200.0,87.0
rxn_846,reverse,-1256249.0,-1256200.0,49.0
rxn_847,forward,-510639.0,-510565.0,74.0
rxn_847,reverse,-510609.0,-510565.0,44.0
rxn_848,forward,-1359447.0,-1359360.0,87.0
rxn_848,reverse,-1359399.0,-1359360.0,39.0
rxn_849,forward,-1462607.0,-1462530.0,77.0
rxn_849,reverse,-1462549.0,-1462530.0,19.0
rxn_850,forward,-1356307.0,-1356180.0,127.0
rxn_850,reverse,-1356209.0,-1356180.0,29.0
rxn_851,forward,-1459477.0,-1459340.0,137.0
rxn_851,reverse,-1459359.0,-1459340.0,19.0
rxn_852,forward,-1562657.0,-1562500.0,157.0
rxn_852,reverse,-1562519.0,-1562500.0,19.0
rxn_854,forward,-1456237.0,-1456120.0,117.0
rxn_854,reverse,-1456179.0,-1456120.0,59.0
rxn_855,forward,-1459457.0,-1459320.0,137.0
rxn_855,reverse,-1459359.0,-1459320.0,39.0
rxn_856,forward,-1562617.0,-1562480.0,137.0
rxn_856,reverse,-1562509.0,-1562480.0,29.0
rxn_857,forward,-2401827.0,-2401660.0,167.0
rxn_857,reverse,-2401679.0,-2401660.0,19.0
rxn_858,forward,-2504997.0,-2504820.0,177.0
rxn_858,reverse,-2504839.0,-2504820.0,19.0
rxn_859,forward,-1456207.0,-1456080.0,127.0
rxn_859,reverse,-1456109.0,-1456080.0,29.0
rxn_860,forward,-1559367.0,-1559240.0,127.0
rxn_860,reverse,-1559269.0,-1559240.0,29.0
rxn_864,forward,-1356267.0,-1356180.0,87.0
rxn_864,reverse,-1356209.0,-1356180.0,29.0
rxn_865,forward,-2298627.0,-2298530.0,97.0
rxn_865,reverse,-2298549.0,-2298530.0,19.0
rxn_866,forward,-1456257.0,-1456150.0,107.0
rxn_866,reverse,-1456179.0,-1456150.0,29.0
rxn_867,forward,-1453017.0,-1452900.0,117.0
rxn_867,reverse,-1452919.0,-1452900.0,19.0
rxn_868,forward,-520249.0,-520189.0,60.0
rxn_868,reverse,-520235.0,-520189.0,46.0
rxn_869,forward,-623415.0,-623354.0,61.0
rxn_869,reverse,-623391.0,-623354.0,37.0
rxn_871,forward,-620265.0,-620160.0,105.0
rxn_871,reverse,-620192.0,-620160.0,32.0
rxn_872,forward,-723429.0,-723321.0,108.0
rxn_872,reverse,-723347.0,-723321.0,26.0
rxn_873,forward,-720259.0,-720124.0,135.0
rxn_873,reverse,-720148.0,-720124.0,24.0
rxn_874,forward,-823419.0,-823283.0,136.0
rxn_874,reverse,-823301.0,-823283.0,18.0
rxn_876,forward,-617016.0,-616924.0,92.0
rxn_876,reverse,-616957.0,-616924.0,33.0
rxn_877,forward,-720182.0,-720087.0,95.0
rxn_877,reverse,-720111.0,-720087.0,24.0
rxn_879,forward,-816920.0,-816803.0,117.0
rxn_879,reverse,-816816.0,-816803.0,13.0
rxn_88,forward,-444079.0,-444022.0,57.0
rxn_88,reverse,-443940.0,-444022.0,-82.0
rxn_880,forward,-920385.0,-920305.0,80.0
rxn_880,reverse,-920342.0,-920305.0,37.0
rxn_881,forward,-1023548.0,-1023460.0,88.0
rxn_881,reverse,-1023491.0,-1023460.0,31.0
rxn_884,forward,-517018.0,-516984.0,34.0
rxn_884,reverse,-517043.0,-516984.0,59.0
rxn_885,forward,-617023.0,-616953.0,70.0
rxn_885,reverse,-617013.0,-616953.0,60.0
rxn_886,forward,-613779.0,-613721.0,58.0
rxn_886,reverse,-613768.0,-613721.0,47.0
rxn_887,forward,-1359427.0,-1359360.0,67.0
rxn_887,reverse,-1359408.0,-1359360.0,48.0
rxn_889,forward,-1462587.0,-1462520.0,67.0
rxn_889,reverse,-1462558.0,-1462520.0,38.0
rxn_89,forward,-1153049.75,-1153030.0,19.75
rxn_89,reverse,-1153122.16,-1153030.0,92.15999999991618
rxn_890,forward,-1565747.0,-1565680.0,67.0
rxn_890,reverse,-1565708.0,-1565680.0,28.0
rxn_891,forward,-1459447.0,-1459350.0,97.0
rxn_891,reverse,-1459368.0,-1459350.0,18.0
rxn_892,forward,-1562617.0,-1562500.0,117.0
rxn_892,reverse,-1562518.0,-1562500.0,18.0
rxn_895,forward,-1559377.0,-1559280.0,97.0
rxn_895,reverse,-1559338.0,-1559280.0,58.0
rxn_896,forward,-1562597.0,-1562480.0,117.0
rxn_896,reverse,-1562518.0,-1562480.0,38.0
rxn_897,forward,-1665757.0,-1665640.0,117.0
rxn_897,reverse,-1665668.0,-1665640.0,28.0
rxn_898,forward,-2504967.0,-2504830.0,137.0
rxn_898,reverse,-2504838.0,-2504830.0,8.0
rxn_899,forward,-2608137.0,-2607980.0,157.0
rxn_899,reverse,-2607998.0,-2607980.0,18.0
rxn_90,forward,-1153049.75,-1153010.0,39.75
rxn_90,reverse,-1153082.16,-1153010.0,72.15999999991618
rxn_900,forward,-1559347.0,-1559240.0,107.0
rxn_900,reverse,-1559268.0,-1559240.0,28.0
rxn_901,forward,-1662507.0,-1662400.0,107.0
rxn_901,reverse,-1662428.0,-1662400.0,28.0
rxn_905,forward,-1459407.0,-1459340.0,67.0
rxn_905,reverse,-1459368.0,-1459340.0,28.0
rxn_906,forward,-2401767.0,-2401680.0,87.0
rxn_906,reverse,-2401708.0,-2401680.0,28.0
rxn_907,forward,-1559397.0,-1559310.0,87.0
rxn_907,reverse,-1559338.0,-1559310.0,28.0
rxn_908,forward,-1556157.0,-1556060.0,97.0
rxn_908,reverse,-1556078.0,-1556060.0,18.0
rxn_909,forward,-313879.75,-313853.0,26.75
rxn_909,reverse,-313907.16,-313853.0,54.15999999997439
rxn_91,forward,-356072.0,-356037.0,35.0
rxn_91,reverse,-356098.0,-356037.0,61.0
rxn_910,forward,-417076.0,-417036.0,40.0
rxn_910,reverse,-417109.0,-417036.0,73.0
rxn_911,forward,-520235.0,-520189.0,46.0
rxn_911,reverse,-520249.0,-520189.0,60.0
rxn_912,forward,-726565.0,-726515.0,50.0
rxn_912,reverse,-726555.0,-726515.0,40.0
rxn_914,forward,-723415.0,-723324.0,91.0
rxn_914,reverse,-723356.0,-723324.0,32.0
rxn_915,forward,-826579.0,-826486.0,93.0
rxn_915,reverse,-826511.0,-826486.0,25.0
rxn_916,forward,-823409.0,-823289.0,120.0
rxn_916,reverse,-823312.0,-823289.0,23.0
rxn_917,forward,-926569.0,-926451.0,118.0
rxn_917,reverse,-926465.0,-926451.0,14.0
rxn_919,forward,-720166.0,-720088.0,78.0
rxn_919,reverse,-720121.0,-720088.0,33.0
rxn_92,forward,-459226.0,,
rxn_92,reverse,-148421.0,,
rxn_920,forward,-823332.0,-823251.0,81.0
rxn_920,reverse,-823275.0,-823251.0,24.0
rxn_921,forward,-816905.0,-816811.0,94.0
rxn_921,reverse,-816827.0,-816811.0,16.0
rxn_922,forward,-920070.0,-919970.0,100.0
rxn_922,reverse,-919980.0,-919970.0,10.0
rxn_924,forward,-1126698.0,-1126620.0,78.0
rxn_924,reverse,-1126655.0,-1126620.0,35.0
rxn_926,forward,-620168.0,-620144.0,24.0
rxn_926,reverse,-620207.0,-620144.0,63.0
rxn_927,forward,-720173.0,-720113.0,60.0
rxn_927,reverse,-720177.0,-720113.0,64.0
rxn_928,forward,-920279.0,-920271.0,8.0
rxn_928,reverse,-920343.0,-920271.0,72.0
rxn_929,forward,-716929.0,-716883.0,46.0
rxn_929,reverse,-716932.0,-716883.0,49.0
rxn_93,forward,-459222.0,-459198.0,24.0
rxn_93,reverse,-459262.0,-459198.0,64.0
rxn_930,forward,-1462577.0,-1462520.0,57.0
rxn_930,reverse,-1462572.0,-1462520.0,52.0
rxn_931,forward,-1565737.0,-1565680.0,57.0
rxn_931,reverse,-1565722.0,-1565680.0,42.0
rxn_933,forward,-1668897.0,-1668840.0,57.0
rxn_933,reverse,-1668872.0,-1668840.0,32.0
rxn_934,forward,-1562597.0,-1562510.0,87.0
rxn_934,reverse,-1562532.0,-1562510.0,22.0
rxn_935,forward,-1665767.0,-1665670.0,97.0
rxn_935,reverse,-1665682.0,-1665670.0,12.0
